show_id,title,type,genre,release_year,end_year,episodes,seasons,duration,rating,votes,description,director,cast,network,country,language,certificate,status,imdb_id,poster_url,mood,viewing_condition,keywords
TV_01291,Beyond Show,Documentary Series,Western,1977,1984.0,162,15,27,6.9,214893,A funny western documentary series perfect for binge_watching. This funny series explores themes of love.,Director Smith,Matthew Perry and Lisa Kudrow,Amazon Prime,Spain,Spanish,TV-G,Released,tt7023575,https://example.com/posters/tv_1291.jpg,funny,binge_watching,"funny,binge_watching,western"
TV_01292,A Tales,TV Mini Series,War,1959,,69,3,57,4.4,548093,A exciting war tv mini series perfect for bedtime. This exciting series explores themes of redemption.,Director Smith,Matthew Perry and Lisa Kudrow,Showtime,Canada,Korean,TV-MA,Released,tt5980347,https://example.com/posters/tv_1292.jpg,exciting,bedtime,"exciting,bedtime,war"
TV_01293,A Show,TV Series,History,1956,1965.0,52,13,54,4.7,247830,A lighthearted history tv series perfect for sunny_day. This lighthearted series explores themes of mystery.,Director Brown,Courteney Cox and Matt LeBlanc,CBS,Italy,Japanese,TV-G,Released,tt3367440,https://example.com/posters/tv_1293.jpg,lighthearted,sunny_day,"lighthearted,sunny_day,history"
TV_01294,The Tales,Documentary Series,War,1996,2000.0,152,4,56,7.0,700279,A calm war documentary series perfect for workout. This calm series explores themes of redemption.,Director Davis,Jennifer Aniston and David Schwimmer,Amazon Prime,UK,Spanish,TV-PG,Cancelled,tt1244278,https://example.com/posters/tv_1294.jpg,calm,workout,"calm,workout,war"
TV_01295,The Saul,TV Special,Crime,1997,2002.0,172,15,57,6.5,848870,A dark crime tv special perfect for rainy_day. This dark series explores themes of redemption.,Director Johnson,Matthew Perry and David Schwimmer,HBO,Japan,English,TV-14,Released,tt7646196,https://example.com/posters/tv_1295.jpg,dark,rainy_day,"dark,rainy_day,crime"
TV_01296,Breaking Story,TV Special,Drama,2025,2034.0,7,12,51,5.0,31315,A dark drama tv special perfect for binge_watching. This dark series explores themes of discovery.,Director Smith,Matthew Perry and Lisa Kudrow,Showtime,South Korea,Spanish,TV-MA,Ended,tt4540034,https://example.com/posters/tv_1296.jpg,dark,binge_watching,"dark,binge_watching,drama"
TV_01297,The Series,TV Series,Adventure,1973,,101,7,37,6.8,584594,A thoughtful adventure tv series perfect for binge_watching. This thoughtful series explores themes of adventure.,Director Williams,Jennifer Aniston and Lisa Kudrow,Peacock,Japan,French,TV-MA,Ongoing,tt8761496,https://example.com/posters/tv_1297.jpg,thoughtful,binge_watching,"thoughtful,binge_watching,adventure"
TV_01298,A Series,TV Series,Horror,1941,,187,11,29,7.3,443386,A lighthearted horror tv series perfect for family_time. This lighthearted series explores themes of adventure.,Director Brown,Courteney Cox and David Schwimmer,HBO,Norway,Japanese,TV-PG,Ended,tt8500337,https://example.com/posters/tv_1298.jpg,lighthearted,family_time,"lighthearted,family_time,horror"
TV_01299,Dark Matter,Documentary Series,Sci-Fi,1987,1990.0,180,15,42,7.8,31336,A inspiring sci-fi documentary series perfect for study_break. This inspiring series explores themes of mystery.,Director Johnson,Jennifer Aniston and David Schwimmer,Disney+,Brazil,Spanish,TV-14,Ended,tt9466526,https://example.com/posters/tv_1299.jpg,inspiring,study_break,"inspiring,study_break,sci-fi"
TV_01300,Beyond Tales,Documentary Series,Horror,2011,2012.0,65,12,23,3.9,306839,A inspiring horror documentary series perfect for date_night. This inspiring series explores themes of mystery.,Director Johnson,Courteney Cox and Lisa Kudrow,Showtime,Italy,Korean,TV-MA,Ongoing,tt9149644,https://example.com/posters/tv_1300.jpg,inspiring,date_night,"inspiring,date_night,horror"
TV_01301,Brooklyn Nine-Nine,Documentary Series,Comedy,1967,1974.0,89,4,45,4.4,900870,A thoughtful comedy documentary series perfect for cozy_night. This thoughtful series explores themes of love.,Director Davis,Courteney Cox and David Schwimmer,Disney+,Germany,French,TV-G,Released,tt8388340,https://example.com/posters/tv_1301.jpg,thoughtful,cozy_night,"thoughtful,cozy_night,comedy"
TV_01302,Beyond Chronicles,Documentary Series,Animation,1994,,182,12,32,8.4,833489,A calm animation documentary series perfect for workout. This calm series explores themes of love.,Director Davis,Jennifer Aniston and Lisa Kudrow,Apple TV+,Germany,Korean,TV-MA,Ended,tt8001900,https://example.com/posters/tv_1302.jpg,calm,workout,"calm,workout,animation"
TV_01303,A Show,Documentary Series,Fantasy,1950,1957.0,97,1,57,3.0,421839,A melancholic fantasy documentary series perfect for study_break. This melancholic series explores themes of friendship.,Director Williams,Matthew Perry and Matt LeBlanc,CBS,Norway,Spanish,TV-14,Ended,tt3666124,https://example.com/posters/tv_1303.jpg,melancholic,study_break,"melancholic,study_break,fantasy"
TV_01304,A Tales,TV Mini Series,Biography,1967,,135,5,40,3.5,802240,A calm biography tv mini series perfect for study_break. This calm series explores themes of mystery.,Director Smith,Jennifer Aniston and David Schwimmer,Peacock,Italy,French,TV-MA,Ongoing,tt3063884,https://example.com/posters/tv_1304.jpg,calm,study_break,"calm,study_break,biography"
TV_01305,A Series,Documentary Series,Romance,2005,2014.0,126,10,49,3.2,883717,A mysterious romance documentary series perfect for focused_watching. This mysterious series explores themes of adventure.,Director Davis,Matthew Perry and Matt LeBlanc,Netflix,Denmark,Korean,TV-14,Cancelled,tt5361036,https://example.com/posters/tv_1305.jpg,mysterious,focused_watching,"mysterious,focused_watching,romance"
TV_01306,A Tales,Documentary Series,Fantasy,1982,1990.0,147,15,59,6.4,158918,A funny fantasy documentary series perfect for sunny_day. This funny series explores themes of friendship.,Director Brown,Matthew Perry and David Schwimmer,FX,Norway,English,TV-14,Released,tt2284900,https://example.com/posters/tv_1306.jpg,funny,sunny_day,"funny,sunny_day,fantasy"
TV_01307,Beyond Tales,TV Special,History,1979,,199,14,47,8.6,509132,A mysterious history tv special perfect for date_night. This mysterious series explores themes of discovery.,Director Brown,Jennifer Aniston and David Schwimmer,Netflix,Australia,English,TV-PG,Cancelled,tt1601408,https://example.com/posters/tv_1307.jpg,mysterious,date_night,"mysterious,date_night,history"
TV_01308,In Show,TV Movie,War,1989,1992.0,157,11,30,3.2,593139,A calm war tv movie perfect for date_night. This calm series explores themes of redemption.,Director Brown,Courteney Cox and David Schwimmer,Peacock,Japan,Japanese,TV-14,Released,tt7261980,https://example.com/posters/tv_1308.jpg,calm,date_night,"calm,date_night,war"
TV_01309,Beyond Tales,TV Mini Series,Mystery,1941,1944.0,158,5,59,8.3,512109,A calm mystery tv mini series perfect for study_break. This calm series explores themes of friendship.,Director Johnson,Jennifer Aniston and David Schwimmer,Disney+,Canada,Japanese,TV-14,Ongoing,tt6934635,https://example.com/posters/tv_1309.jpg,calm,study_break,"calm,study_break,mystery"
TV_01310,Beyond Tales,TV Movie,Thriller,2025,2033.0,140,12,30,5.2,601466,A romantic thriller tv movie perfect for family_time. This romantic series explores themes of discovery.,Director Davis,Jennifer Aniston and Matt LeBlanc,AMC,UK,Japanese,TV-G,Ended,tt6104908,https://example.com/posters/tv_1310.jpg,romantic,family_time,"romantic,family_time,thriller"
TV_01311,The Dead,TV Mini Series,Drama,1941,1945.0,56,5,28,4.8,488790,A lighthearted drama tv mini series perfect for weekend_marathon. This lighthearted series explores themes of love.,Director Smith,Jennifer Aniston and Lisa Kudrow,Paramount+,South Korea,English,TV-14,Cancelled,tt7229184,https://example.com/posters/tv_1311.jpg,lighthearted,weekend_marathon,"lighthearted,weekend_marathon,drama"
TV_01312,Beyond Show,TV Series,Mystery,1965,,125,1,38,3.4,646283,A melancholic mystery tv series perfect for focused_watching. This melancholic series explores themes of friendship.,Director Johnson,Matthew Perry and David Schwimmer,Starz,USA,Spanish,TV-PG,Ended,tt8212090,https://example.com/posters/tv_1312.jpg,melancholic,focused_watching,"melancholic,focused_watching,mystery"
TV_01313,Beyond Tales,TV Movie,Reality,2008,2015.0,46,6,45,7.5,301357,A thoughtful reality tv movie perfect for binge_watching. This thoughtful series explores themes of adventure.,Director Brown,Jennifer Aniston and Matt LeBlanc,HBO,Australia,Korean,TV-MA,Released,tt1292829,https://example.com/posters/tv_1313.jpg,thoughtful,binge_watching,"thoughtful,binge_watching,reality"
TV_01314,The Show,TV Special,Documentary,1968,1974.0,10,10,46,6.9,195572,A dark documentary tv special perfect for cozy_night. This dark series explores themes of redemption.,Director Davis,Jennifer Aniston and Lisa Kudrow,AMC,Germany,Japanese,TV-MA,Ended,tt4442349,https://example.com/posters/tv_1314.jpg,dark,cozy_night,"dark,cozy_night,documentary"
TV_01315,In Tales,TV Series,Adventure,1949,,42,3,41,6.1,280861,A dark adventure tv series perfect for focused_watching. This dark series explores themes of love.,Director Smith,Matthew Perry and Matt LeBlanc,ABC,Italy,Spanish,TV-PG,Released,tt2258725,https://example.com/posters/tv_1315.jpg,dark,focused_watching,"dark,focused_watching,adventure"
TV_01316,A Series,TV Mini Series,Animation,2005,,62,12,49,9.4,789648,A inspiring animation tv mini series perfect for binge_watching. This inspiring series explores themes of adventure.,Director Williams,Jennifer Aniston and Lisa Kudrow,FX,Denmark,Japanese,TV-PG,Ended,tt6477115,https://example.com/posters/tv_1316.jpg,inspiring,binge_watching,"inspiring,binge_watching,animation"
TV_01317,A Show,Documentary Series,Animation,2025,,115,1,32,3.5,867281,A uplifting animation documentary series perfect for focused_watching. This uplifting series explores themes of mystery.,Director Brown,Courteney Cox and David Schwimmer,Amazon Prime,India,Japanese,TV-MA,Ongoing,tt9878191,https://example.com/posters/tv_1317.jpg,uplifting,focused_watching,"uplifting,focused_watching,animation"
TV_01318,A Chronicles,TV Movie,Thriller,1955,1960.0,172,3,43,3.1,96192,A romantic thriller tv movie perfect for cozy_night. This romantic series explores themes of adventure.,Director Smith,Courteney Cox and Matt LeBlanc,FX,USA,French,TV-G,Released,tt6426355,https://example.com/posters/tv_1318.jpg,romantic,cozy_night,"romantic,cozy_night,thriller"
TV_01319,A Show,TV Mini Series,Musical,1993,1997.0,26,14,44,8.2,704538,A dark musical tv mini series perfect for cozy_night. This dark series explores themes of love.,Director Davis,Matthew Perry and Lisa Kudrow,Netflix,Spain,French,TV-PG,Released,tt6520768,https://example.com/posters/tv_1319.jpg,dark,cozy_night,"dark,cozy_night,musical"
TV_01320,The Wire,TV Movie,Crime,2025,2032.0,34,10,58,7.4,625243,A mysterious crime tv movie perfect for background_noise. This mysterious series explores themes of adventure.,Director Brown,Courteney Cox and Lisa Kudrow,BBC,Sweden,Spanish,TV-PG,Cancelled,tt8294562,https://example.com/posters/tv_1320.jpg,mysterious,background_noise,"mysterious,background_noise,crime"
TV_01321,In Tales,TV Movie,Thriller,2007,2015.0,31,2,60,8.0,562610,A romantic thriller tv movie perfect for workout. This romantic series explores themes of friendship.,Director Smith,Jennifer Aniston and David Schwimmer,ABC,France,Japanese,TV-G,Released,tt6967556,https://example.com/posters/tv_1321.jpg,romantic,workout,"romantic,workout,thriller"
TV_01322,The Show,TV Mini Series,War,2009,2013.0,49,6,59,7.6,904834,A thoughtful war tv mini series perfect for bedtime. This thoughtful series explores themes of adventure.,Director Davis,Matthew Perry and Matt LeBlanc,Peacock,USA,English,TV-14,Released,tt2893279,https://example.com/posters/tv_1322.jpg,thoughtful,bedtime,"thoughtful,bedtime,war"
TV_01323,Star Expanse,TV Movie,Sci-Fi,2025,2027.0,16,6,41,8.1,325551,A funny sci-fi tv movie perfect for cozy_night. This funny series explores themes of friendship.,Director Smith,Matthew Perry and Matt LeBlanc,BBC,Italy,English,TV-G,Released,tt7879399,https://example.com/posters/tv_1323.jpg,funny,cozy_night,"funny,cozy_night,sci-fi"
TV_01324,In Show,TV Movie,Mystery,1944,1952.0,180,6,43,4.5,698220,A dramatic mystery tv movie perfect for date_night. This dramatic series explores themes of discovery.,Director Johnson,Courteney Cox and Lisa Kudrow,Amazon Prime,Mexico,Korean,TV-PG,Cancelled,tt4860682,https://example.com/posters/tv_1324.jpg,dramatic,date_night,"dramatic,date_night,mystery"
TV_01325,Breaking Dead,Documentary Series,Drama,1950,1953.0,118,11,37,9.0,91475,A uplifting drama documentary series perfect for background_noise. This uplifting series explores themes of friendship.,Director Davis,Matthew Perry and David Schwimmer,AMC,South Korea,French,TV-G,Ongoing,tt2203777,https://example.com/posters/tv_1325.jpg,uplifting,background_noise,"uplifting,background_noise,drama"
TV_01326,The Series,Documentary Series,Romance,1948,,200,7,38,8.9,96806,A melancholic romance documentary series perfect for binge_watching. This melancholic series explores themes of mystery.,Director Johnson,Matthew Perry and Lisa Kudrow,Hulu,USA,French,TV-G,Ongoing,tt6019300,https://example.com/posters/tv_1326.jpg,melancholic,binge_watching,"melancholic,binge_watching,romance"
TV_01327,Beyond Tales,TV Series,Sport,1980,1988.0,29,14,58,5.1,959328,A thoughtful sport tv series perfect for weekend_marathon. This thoughtful series explores themes of mystery.,Director Williams,Matthew Perry and David Schwimmer,HBO,Brazil,Korean,TV-G,Cancelled,tt9688941,https://example.com/posters/tv_1327.jpg,thoughtful,weekend_marathon,"thoughtful,weekend_marathon,sport"
TV_01328,A Chronicles,TV Mini Series,Documentary,1940,1944.0,47,3,43,7.1,179291,A romantic documentary tv mini series perfect for family_time. This romantic series explores themes of adventure.,Director Williams,Matthew Perry and Lisa Kudrow,NBC,Canada,English,TV-MA,Ongoing,tt6699803,https://example.com/posters/tv_1328.jpg,romantic,family_time,"romantic,family_time,documentary"
TV_01329,A Show,TV Special,Biography,1952,1956.0,193,5,24,7.3,230593,A melancholic biography tv special perfect for date_night. This melancholic series explores themes of friendship.,Director Davis,Jennifer Aniston and Lisa Kudrow,Amazon Prime,UK,French,TV-MA,Ended,tt7916985,https://example.com/posters/tv_1329.jpg,melancholic,date_night,"melancholic,date_night,biography"
TV_01330,In Show,Documentary Series,Romance,1971,1973.0,104,7,29,4.6,138774,A lighthearted romance documentary series perfect for cozy_night. This lighthearted series explores themes of adventure.,Director Smith,Matthew Perry and David Schwimmer,Amazon Prime,Spain,Japanese,TV-14,Released,tt3401388,https://example.com/posters/tv_1330.jpg,lighthearted,cozy_night,"lighthearted,cozy_night,romance"
TV_01331,The Series,TV Series,Mystery,1969,1974.0,173,15,40,5.1,828229,A intense mystery tv series perfect for cozy_night. This intense series explores themes of redemption.,Director Brown,Matthew Perry and Lisa Kudrow,Hulu,Japan,Spanish,TV-14,Cancelled,tt5023826,https://example.com/posters/tv_1331.jpg,intense,cozy_night,"intense,cozy_night,mystery"
TV_01332,The Story,Documentary Series,Drama,2014,2020.0,122,11,34,6.0,997264,A inspiring drama documentary series perfect for background_noise. This inspiring series explores themes of friendship.,Director Smith,Jennifer Aniston and Matt LeBlanc,CBS,Italy,Korean,TV-G,Ended,tt3657650,https://example.com/posters/tv_1332.jpg,inspiring,background_noise,"inspiring,background_noise,drama"
TV_01333,In Chronicles,TV Mini Series,Fantasy,1979,,124,14,27,8.5,380277,A dark fantasy tv mini series perfect for workout. This dark series explores themes of love.,Director Brown,Jennifer Aniston and David Schwimmer,NBC,Brazil,French,TV-G,Ended,tt5533734,https://example.com/posters/tv_1333.jpg,dark,workout,"dark,workout,fantasy"
TV_01334,The Series,TV Movie,Adventure,2021,2022.0,184,9,60,7.0,494463,A romantic adventure tv movie perfect for weekend_marathon. This romantic series explores themes of love.,Director Johnson,Jennifer Aniston and Lisa Kudrow,Peacock,France,Korean,TV-PG,Cancelled,tt2461444,https://example.com/posters/tv_1334.jpg,romantic,weekend_marathon,"romantic,weekend_marathon,adventure"
TV_01335,The Tales,TV Mini Series,Romance,1969,1975.0,85,2,49,3.6,271495,A melancholic romance tv mini series perfect for rainy_day. This melancholic series explores themes of mystery.,Director Johnson,Jennifer Aniston and David Schwimmer,FX,Canada,Spanish,TV-PG,Ongoing,tt2837470,https://example.com/posters/tv_1335.jpg,melancholic,rainy_day,"melancholic,rainy_day,romance"
TV_01336,True Wire,TV Movie,Crime,1966,1972.0,171,9,49,8.2,850187,A exciting crime tv movie perfect for study_break. This exciting series explores themes of friendship.,Director Smith,Courteney Cox and Lisa Kudrow,Disney+,India,Korean,TV-MA,Cancelled,tt3400556,https://example.com/posters/tv_1336.jpg,exciting,study_break,"exciting,study_break,crime"
TV_01337,The Tales,TV Series,Action,1986,,3,8,27,4.6,693016,A inspiring action tv series perfect for sunny_day. This inspiring series explores themes of adventure.,Director Brown,Jennifer Aniston and Lisa Kudrow,AMC,Japan,Japanese,TV-14,Ongoing,tt8254618,https://example.com/posters/tv_1337.jpg,inspiring,sunny_day,"inspiring,sunny_day,action"
TV_01338,A Tales,Documentary Series,Animation,1991,2001.0,174,1,53,8.8,538377,A thoughtful animation documentary series perfect for bedtime. This thoughtful series explores themes of discovery.,Director Williams,Courteney Cox and Lisa Kudrow,Netflix,Mexico,French,TV-14,Ended,tt4647454,https://example.com/posters/tv_1338.jpg,thoughtful,bedtime,"thoughtful,bedtime,animation"
TV_01339,Brooklyn Nine-Nine,Documentary Series,Comedy,2011,2018.0,31,10,57,4.3,291012,A dark comedy documentary series perfect for family_time. This dark series explores themes of discovery.,Director Smith,Jennifer Aniston and Matt LeBlanc,Netflix,Australia,English,TV-MA,Ended,tt8563867,https://example.com/posters/tv_1339.jpg,dark,family_time,"dark,family_time,comedy"
TV_01340,In Show,Documentary Series,Romance,1994,2003.0,60,9,26,9.5,142350,A intense romance documentary series perfect for bedtime. This intense series explores themes of adventure.,Director Brown,Matthew Perry and David Schwimmer,BBC,Canada,Spanish,TV-14,Cancelled,tt6069459,https://example.com/posters/tv_1340.jpg,intense,bedtime,"intense,bedtime,romance"
TV_01341,Beyond Chronicles,TV Series,Western,1946,1950.0,151,9,49,8.1,449503,A exciting western tv series perfect for weekend_marathon. This exciting series explores themes of adventure.,Director Brown,Jennifer Aniston and Lisa Kudrow,Starz,South Korea,French,TV-14,Released,tt6485098,https://example.com/posters/tv_1341.jpg,exciting,weekend_marathon,"exciting,weekend_marathon,western"
TV_01342,A Tales,TV Series,Reality,1950,,61,6,22,6.3,382882,A dramatic reality tv series perfect for binge_watching. This dramatic series explores themes of discovery.,Director Smith,Courteney Cox and Lisa Kudrow,CBS,Norway,Spanish,TV-14,Released,tt2309696,https://example.com/posters/tv_1342.jpg,dramatic,binge_watching,"dramatic,binge_watching,reality"
TV_01343,The Show,TV Special,Animation,1994,1998.0,9,14,37,6.0,489552,A mysterious animation tv special perfect for family_time. This mysterious series explores themes of mystery.,Director Johnson,Jennifer Aniston and David Schwimmer,Netflix,Mexico,French,TV-MA,Released,tt2448743,https://example.com/posters/tv_1343.jpg,mysterious,family_time,"mysterious,family_time,animation"
TV_01344,Brooklyn Nine-Nine,TV Mini Series,Comedy,2007,,77,7,59,8.0,813251,A dark comedy tv mini series perfect for background_noise. This dark series explores themes of adventure.,Director Davis,Matthew Perry and Matt LeBlanc,AMC,Italy,Japanese,TV-G,Released,tt4721649,https://example.com/posters/tv_1344.jpg,dark,background_noise,"dark,background_noise,comedy"
TV_01345,A Show,TV Special,Action,2013,2018.0,105,8,32,8.3,624941,A calm action tv special perfect for cozy_night. This calm series explores themes of mystery.,Director Williams,Matthew Perry and David Schwimmer,BBC,Canada,Korean,TV-MA,Cancelled,tt3398566,https://example.com/posters/tv_1345.jpg,calm,cozy_night,"calm,cozy_night,action"
TV_01346,The Office,TV Special,Comedy,1956,1957.0,30,14,20,4.2,358011,A intense comedy tv special perfect for date_night. This intense series explores themes of friendship.,Director Williams,Courteney Cox and Matt LeBlanc,Starz,Australia,Korean,TV-14,Cancelled,tt1834453,https://example.com/posters/tv_1346.jpg,intense,date_night,"intense,date_night,comedy"
TV_01347,Beyond Tales,TV Movie,Mystery,1951,1958.0,34,11,48,6.3,430461,A intense mystery tv movie perfect for weekend_marathon. This intense series explores themes of discovery.,Director Smith,Matthew Perry and Lisa Kudrow,ABC,South Korea,Spanish,TV-MA,Cancelled,tt3953292,https://example.com/posters/tv_1347.jpg,intense,weekend_marathon,"intense,weekend_marathon,mystery"
TV_01348,In Tales,TV Series,Western,1960,,100,11,24,4.2,282669,A lighthearted western tv series perfect for focused_watching. This lighthearted series explores themes of love.,Director Brown,Jennifer Aniston and Lisa Kudrow,Starz,India,French,TV-PG,Ended,tt6422285,https://example.com/posters/tv_1348.jpg,lighthearted,focused_watching,"lighthearted,focused_watching,western"
TV_01349,Beyond Chronicles,TV Special,Animation,1975,1977.0,24,11,47,9.1,48560,A lighthearted animation tv special perfect for study_break. This lighthearted series explores themes of redemption.,Director Williams,Matthew Perry and David Schwimmer,Paramount+,Brazil,Japanese,TV-MA,Ended,tt1728322,https://example.com/posters/tv_1349.jpg,lighthearted,study_break,"lighthearted,study_break,animation"
TV_01350,In Chronicles,Documentary Series,Reality,1969,1971.0,12,7,52,7.9,490313,A inspiring reality documentary series perfect for rainy_day. This inspiring series explores themes of friendship.,Director Smith,Matthew Perry and Matt LeBlanc,CBS,Italy,Korean,TV-14,Ended,tt1390366,https://example.com/posters/tv_1350.jpg,inspiring,rainy_day,"inspiring,rainy_day,reality"
TV_01351,Beyond Tales,TV Special,Sport,1987,,193,6,51,7.2,885468,A exciting sport tv special perfect for workout. This exciting series explores themes of adventure.,Director Smith,Matthew Perry and Lisa Kudrow,Apple TV+,Brazil,Korean,TV-PG,Ended,tt7547626,https://example.com/posters/tv_1351.jpg,exciting,workout,"exciting,workout,sport"
TV_01352,Beyond Chronicles,TV Special,Mystery,1992,1999.0,131,3,37,6.4,658868,A thoughtful mystery tv special perfect for family_time. This thoughtful series explores themes of redemption.,Director Williams,Courteney Cox and Lisa Kudrow,Netflix,India,French,TV-G,Cancelled,tt6688136,https://example.com/posters/tv_1352.jpg,thoughtful,family_time,"thoughtful,family_time,mystery"
TV_01353,In Series,TV Mini Series,War,1971,1972.0,21,14,54,4.8,923902,A calm war tv mini series perfect for family_time. This calm series explores themes of friendship.,Director Davis,Courteney Cox and Lisa Kudrow,Netflix,Australia,Japanese,TV-14,Ended,tt9515332,https://example.com/posters/tv_1353.jpg,calm,family_time,"calm,family_time,war"
TV_01354,In Tales,TV Series,Biography,2016,,128,13,22,7.1,40632,A funny biography tv series perfect for date_night. This funny series explores themes of love.,Director Brown,Courteney Cox and David Schwimmer,NBC,USA,Japanese,TV-14,Released,tt6232369,https://example.com/posters/tv_1354.jpg,funny,date_night,"funny,date_night,biography"
TV_01355,The Show,TV Movie,History,2022,2030.0,177,15,27,4.6,418983,A thoughtful history tv movie perfect for date_night. This thoughtful series explores themes of redemption.,Director Smith,Jennifer Aniston and David Schwimmer,HBO,UK,French,TV-MA,Ended,tt3857103,https://example.com/posters/tv_1355.jpg,thoughtful,date_night,"thoughtful,date_night,history"
TV_01356,The Office,Documentary Series,Comedy,2005,,36,7,36,7.4,221046,A intense comedy documentary series perfect for study_break. This intense series explores themes of adventure.,Director Brown,Courteney Cox and David Schwimmer,Netflix,Canada,Japanese,TV-14,Ended,tt6399213,https://example.com/posters/tv_1356.jpg,intense,study_break,"intense,study_break,comedy"
TV_01357,A Tales,TV Movie,Fantasy,1968,,23,13,30,6.0,396422,A thoughtful fantasy tv movie perfect for family_time. This thoughtful series explores themes of mystery.,Director Brown,Jennifer Aniston and David Schwimmer,Amazon Prime,Australia,Japanese,TV-14,Released,tt4843501,https://example.com/posters/tv_1357.jpg,thoughtful,family_time,"thoughtful,family_time,fantasy"
TV_01358,A Chronicles,Documentary Series,Action,2016,2023.0,72,15,24,5.8,948815,A inspiring action documentary series perfect for study_break. This inspiring series explores themes of redemption.,Director Williams,Courteney Cox and Lisa Kudrow,ABC,Spain,English,TV-PG,Cancelled,tt6583034,https://example.com/posters/tv_1358.jpg,inspiring,study_break,"inspiring,study_break,action"
TV_01359,In Series,TV Special,Musical,2024,2029.0,184,4,33,7.9,811567,A melancholic musical tv special perfect for background_noise. This melancholic series explores themes of discovery.,Director Williams,Courteney Cox and David Schwimmer,ABC,Canada,Spanish,TV-14,Ongoing,tt6217685,https://example.com/posters/tv_1359.jpg,melancholic,background_noise,"melancholic,background_noise,musical"
TV_01360,Breaking Story,TV Special,Drama,1976,1979.0,105,3,46,6.6,914438,A thoughtful drama tv special perfect for workout. This thoughtful series explores themes of friendship.,Director Davis,Courteney Cox and Matt LeBlanc,Netflix,Denmark,English,TV-14,Released,tt3583162,https://example.com/posters/tv_1360.jpg,thoughtful,workout,"thoughtful,workout,drama"
TV_01361,A Series,TV Special,Adventure,1986,1993.0,197,10,58,3.9,356633,A dramatic adventure tv special perfect for focused_watching. This dramatic series explores themes of discovery.,Director Johnson,Jennifer Aniston and David Schwimmer,Disney+,Norway,Japanese,TV-MA,Released,tt6000688,https://example.com/posters/tv_1361.jpg,dramatic,focused_watching,"dramatic,focused_watching,adventure"
TV_01362,A Series,TV Mini Series,War,1982,1985.0,16,3,56,3.1,862044,A dramatic war tv mini series perfect for binge_watching. This dramatic series explores themes of mystery.,Director Williams,Jennifer Aniston and Lisa Kudrow,Apple TV+,Australia,English,TV-MA,Ongoing,tt9891825,https://example.com/posters/tv_1362.jpg,dramatic,binge_watching,"dramatic,binge_watching,war"
TV_01363,In Series,TV Series,Biography,1963,1966.0,59,10,31,8.7,379442,A thoughtful biography tv series perfect for binge_watching. This thoughtful series explores themes of love.,Director Smith,Jennifer Aniston and Lisa Kudrow,Disney+,Brazil,English,TV-PG,Ongoing,tt4194703,https://example.com/posters/tv_1363.jpg,thoughtful,binge_watching,"thoughtful,binge_watching,biography"
TV_01364,In Show,Documentary Series,Adventure,2000,,107,5,20,5.8,943904,A romantic adventure documentary series perfect for focused_watching. This romantic series explores themes of redemption.,Director Johnson,Jennifer Aniston and Lisa Kudrow,HBO,Germany,French,TV-PG,Cancelled,tt9128851,https://example.com/posters/tv_1364.jpg,romantic,focused_watching,"romantic,focused_watching,adventure"
TV_01365,The Series,TV Series,Mystery,1992,1993.0,69,6,53,5.4,535546,A calm mystery tv series perfect for family_time. This calm series explores themes of discovery.,Director Williams,Jennifer Aniston and Matt LeBlanc,AMC,USA,Japanese,TV-PG,Ongoing,tt9619045,https://example.com/posters/tv_1365.jpg,calm,family_time,"calm,family_time,mystery"
TV_01366,The Chronicles,Documentary Series,Thriller,1950,,80,13,59,9.2,552475,A inspiring thriller documentary series perfect for background_noise. This inspiring series explores themes of mystery.,Director Davis,Courteney Cox and Matt LeBlanc,BBC,Germany,Korean,TV-G,Ongoing,tt3536291,https://example.com/posters/tv_1366.jpg,inspiring,background_noise,"inspiring,background_noise,thriller"
TV_01367,The Bad,TV Series,Crime,2008,,12,15,31,6.8,385560,A calm crime tv series perfect for date_night. This calm series explores themes of love.,Director Brown,Jennifer Aniston and David Schwimmer,AMC,Japan,French,TV-PG,Ended,tt2634449,https://example.com/posters/tv_1367.jpg,calm,date_night,"calm,date_night,crime"
TV_01368,The Series,TV Special,Action,2003,,150,11,29,4.8,838750,A uplifting action tv special perfect for workout. This uplifting series explores themes of adventure.,Director Johnson,Jennifer Aniston and Matt LeBlanc,Apple TV+,UK,Korean,TV-14,Ongoing,tt9476069,https://example.com/posters/tv_1368.jpg,uplifting,workout,"uplifting,workout,action"
TV_01369,In Tales,TV Special,Thriller,1990,1995.0,176,6,57,8.0,674215,A dramatic thriller tv special perfect for rainy_day. This dramatic series explores themes of friendship.,Director Johnson,Jennifer Aniston and David Schwimmer,Amazon Prime,UK,French,TV-G,Cancelled,tt8330098,https://example.com/posters/tv_1369.jpg,dramatic,rainy_day,"dramatic,rainy_day,thriller"
TV_01370,In Tales,TV Series,Animation,2018,,62,12,59,6.5,143159,A mysterious animation tv series perfect for background_noise. This mysterious series explores themes of discovery.,Director Smith,Jennifer Aniston and Lisa Kudrow,BBC,Sweden,Japanese,TV-G,Ended,tt9481974,https://example.com/posters/tv_1370.jpg,mysterious,background_noise,"mysterious,background_noise,animation"
