book_id,title,author,genre,published_year,pages,description,publisher,language,average_rating,ratings_count,isbn13,isbn10,thumbnail_url,downloads,mood,reading_condition,keywords
BOOK_01445,Beyond Quest,J.K. Rowling,Thriller,2021,317,An relaxing thriller book perfect for bedtime. This relaxing story explores themes of growth.,Cambridge University Press,English,4.3,11791,9786767957657180,9261510585,https://example.com/covers/book_1445.jpg,483891,relaxing,bedtime,"relaxing,bedtime,thriller"
BOOK_01446,In Adventure,Stephen King,Drama,2009,406,An relaxing drama book perfect for rainy_day. This relaxing story explores themes of friendship.,HarperCollins,English,3.8,84782,9787527349989755,9611440206,https://example.com/covers/book_1446.jpg,91755,relaxing,rainy_day,"relaxing,rainy_day,drama"
BOOK_01447,Heart Journey,Stephen King,Romance,1991,782,An peaceful romance book perfect for cozy_night. This peaceful story explores themes of discovery.,Macmillan,English,4.0,84892,9788951143675796,4463882976,https://example.com/covers/book_1447.jpg,274771,peaceful,cozy_night,"peaceful,cozy_night,romance"
BOOK_01448,In Quest,Neil Gaiman,Comedy,1972,786,An uplifting comedy book perfect for sunny_day. This uplifting story explores themes of growth.,Simon & Schuster,English,3.4,52179,9781122527690589,1733816232,https://example.com/covers/book_1448.jpg,52280,uplifting,sunny_day,"uplifting,sunny_day,comedy"
BOOK_01449,In Quest,George R.R. Martin,Art,1956,165,An mysterious art book perfect for morning_read. This mysterious story explores themes of love.,Cambridge University Press,English,4.4,72202,9784106386352346,7999996735,https://example.com/covers/book_1449.jpg,331070,mysterious,morning_read,"mysterious,morning_read,art"
BOOK_01450,The Journey,J.R.R. Tolkien,Thriller,2024,506,An mysterious thriller book perfect for winter_read. This mysterious story explores themes of growth.,Penguin Random House,English,4.6,37201,9781125885269069,6816613498,https://example.com/covers/book_1450.jpg,190217,mysterious,winter_read,"mysterious,winter_read,thriller"
BOOK_01451,How to Transform Peace,Chimamanda Ngozi Adichie,Self-Help,1993,635,An peaceful self-help book perfect for sunny_day. This peaceful story explores themes of mystery.,Macmillan,English,4.2,82485,9786594073101726,3095973979,https://example.com/covers/book_1451.jpg,631969,peaceful,sunny_day,"peaceful,sunny_day,self-help"
BOOK_01452,Beyond Journey,Toni Morrison,History,1967,487,An inspiring history book perfect for bedtime. This inspiring story explores themes of discovery.,Penguin Random House,English,4.9,28900,9782552838227409,6150516798,https://example.com/covers/book_1452.jpg,925000,inspiring,bedtime,"inspiring,bedtime,history"
BOOK_01453,Heart Dream,Virginia Woolf,Romance,2011,460,An thoughtful romance book perfect for sunny_day. This thoughtful story explores themes of friendship.,Hachette,English,4.8,58986,9783767268030769,6199162074,https://example.com/covers/book_1453.jpg,774104,thoughtful,sunny_day,"thoughtful,sunny_day,romance"
BOOK_01454,In Story,Neil Gaiman,Horror,1996,776,An exciting horror book perfect for cozy_night. This exciting story explores themes of discovery.,Oxford University Press,English,3.5,8640,9782561810244735,2077767892,https://example.com/covers/book_1454.jpg,621915,exciting,cozy_night,"exciting,cozy_night,horror"
BOOK_01455,Beyond Quest,J.K. Rowling,History,1986,544,An educational history book perfect for bedtime. This educational story explores themes of growth.,Cambridge University Press,English,5.0,83923,9783952227469530,1581764552,https://example.com/covers/book_1455.jpg,561127,educational,bedtime,"educational,bedtime,history"
BOOK_01456,A Story,Mark Twain,Poetry,1955,688,An inspiring poetry book perfect for morning_read. This inspiring story explores themes of love.,Cambridge University Press,English,3.7,59747,9789757214304291,8784398866,https://example.com/covers/book_1456.jpg,906720,inspiring,morning_read,"inspiring,morning_read,poetry"
BOOK_01457,The Secret Affair,Stephen King,Mystery,1983,719,An humorous mystery book perfect for sunny_day. This humorous story explores themes of friendship.,Macmillan,English,4.0,77344,9781977578814344,9550652495,https://example.com/covers/book_1457.jpg,722087,humorous,sunny_day,"humorous,sunny_day,mystery"
BOOK_01458,A Adventure,Neil Gaiman,Drama,2005,553,An inspiring drama book perfect for morning_read. This inspiring story explores themes of friendship.,HarperCollins,English,4.9,10236,9782145960800635,1189699029,https://example.com/covers/book_1458.jpg,47890,inspiring,morning_read,"inspiring,morning_read,drama"
BOOK_01459,The Secret Mystery,Jane Austen,Mystery,1984,427,An thoughtful mystery book perfect for study_time. This thoughtful story explores themes of adventure.,Simon & Schuster,English,4.7,79266,9785750569563049,5656462825,https://example.com/covers/book_1459.jpg,370092,thoughtful,study_time,"thoughtful,study_time,mystery"
BOOK_01460,The Quest,J.K. Rowling,Educational,1988,776,An exciting educational book perfect for sunny_day. This exciting story explores themes of growth.,Scholastic,English,4.4,35797,9787106161412190,9012129684,https://example.com/covers/book_1460.jpg,979975,exciting,sunny_day,"exciting,sunny_day,educational"
BOOK_01461,How to Discover Success,Neil Gaiman,Self-Help,1959,550,An educational self-help book perfect for morning_read. This educational story explores themes of mystery.,Scholastic,English,3.7,70516,9786373396455349,5079670578,https://example.com/covers/book_1461.jpg,137248,educational,morning_read,"educational,morning_read,self-help"
BOOK_01462,A Journey,Mark Twain,Fiction,1967,202,An uplifting fiction book perfect for bedtime. This uplifting story explores themes of growth.,Oxford University Press,English,4.5,13186,9789471639792796,1306320061,https://example.com/covers/book_1462.jpg,985317,uplifting,bedtime,"uplifting,bedtime,fiction"
BOOK_01463,The Journey,J.R.R. Tolkien,Fantasy,1955,580,An relaxing fantasy book perfect for winter_read. This relaxing story explores themes of discovery.,Simon & Schuster,English,4.8,44167,9785375813700559,1722765881,https://example.com/covers/book_1463.jpg,534050,relaxing,winter_read,"relaxing,winter_read,fantasy"
BOOK_01464,The Journey,George R.R. Martin,Philosophy,1965,509,An humorous philosophy book perfect for rainy_day. This humorous story explores themes of adventure.,HarperCollins,English,3.5,31199,9787776792775533,7139372655,https://example.com/covers/book_1464.jpg,292839,humorous,rainy_day,"humorous,rainy_day,philosophy"
BOOK_01465,The Lost Affair,Ernest Hemingway,Mystery,2004,314,An exciting mystery book perfect for rainy_day. This exciting story explores themes of friendship.,HarperCollins,English,4.3,58952,9785577670179478,6830855355,https://example.com/covers/book_1465.jpg,745378,exciting,rainy_day,"exciting,rainy_day,mystery"
BOOK_01466,The Adventure,Ernest Hemingway,History,2015,653,An exciting history book perfect for morning_read. This exciting story explores themes of growth.,Simon & Schuster,English,3.1,82709,9788111273170861,4425716756,https://example.com/covers/book_1466.jpg,602608,exciting,morning_read,"exciting,morning_read,history"
BOOK_01467,In Journey,Margaret Atwood,Educational,1974,302,An educational educational book perfect for travel. This educational story explores themes of growth.,Macmillan,English,3.8,58394,9786860644555703,5163316584,https://example.com/covers/book_1467.jpg,457836,educational,travel,"educational,travel,educational"
BOOK_01468,Into Unknown,Toni Morrison,Sci-Fi,2002,148,An thoughtful sci-fi book perfect for study_time. This thoughtful story explores themes of adventure.,Hachette,English,3.2,80701,9782167128491748,9967594325,https://example.com/covers/book_1468.jpg,804040,thoughtful,study_time,"thoughtful,study_time,sci-fi"
BOOK_01469,A Quest,Toni Morrison,Science,2002,268,An relaxing science book perfect for bedtime. This relaxing story explores themes of growth.,Cambridge University Press,English,3.1,63475,9782664918537185,1490920827,https://example.com/covers/book_1469.jpg,251357,relaxing,bedtime,"relaxing,bedtime,science"
BOOK_01470,A Journey,Neil Gaiman,Biography,2014,686,An uplifting biography book perfect for winter_read. This uplifting story explores themes of friendship.,HarperCollins,English,3.6,16359,9783727064814958,8261379493,https://example.com/covers/book_1470.jpg,903819,uplifting,winter_read,"uplifting,winter_read,biography"
BOOK_01471,The Secret Puzzle,Gabriel Garcia Marquez,Mystery,2024,693,An exciting mystery book perfect for travel. This exciting story explores themes of growth.,Oxford University Press,English,3.1,75643,9789118221199703,7629279690,https://example.com/covers/book_1471.jpg,484840,exciting,travel,"exciting,travel,mystery"
BOOK_01472,The Story,Chimamanda Ngozi Adichie,Business,1954,686,An educational business book perfect for rainy_day. This educational story explores themes of discovery.,Macmillan,English,3.8,51132,9784940208495163,4094704520,https://example.com/covers/book_1472.jpg,903602,educational,rainy_day,"educational,rainy_day,business"
BOOK_01473,Beyond Quest,Neil Gaiman,Fiction,1961,684,An uplifting fiction book perfect for cozy_night. This uplifting story explores themes of growth.,Hachette,English,3.6,98500,9781602862225053,4089535816,https://example.com/covers/book_1473.jpg,925574,uplifting,cozy_night,"uplifting,cozy_night,fiction"
BOOK_01474,Beyond Journey,Chimamanda Ngozi Adichie,Horror,1972,768,An dramatic horror book perfect for study_time. This dramatic story explores themes of love.,Simon & Schuster,English,4.6,67183,9783120453560360,1217889235,https://example.com/covers/book_1474.jpg,185624,dramatic,study_time,"dramatic,study_time,horror"
BOOK_01475,In Journey,J.K. Rowling,Philosophy,1959,596,An humorous philosophy book perfect for study_time. This humorous story explores themes of mystery.,Scholastic,English,3.4,10751,9785456015563487,6734898399,https://example.com/covers/book_1475.jpg,17389,humorous,study_time,"humorous,study_time,philosophy"
BOOK_01476,Beyond Journey,Jane Austen,Business,1956,735,An humorous business book perfect for sunny_day. This humorous story explores themes of love.,Scholastic,English,5.0,72399,9785861623364183,4906923247,https://example.com/covers/book_1476.jpg,349963,humorous,sunny_day,"humorous,sunny_day,business"
BOOK_01477,The Quest,Chimamanda Ngozi Adichie,Comedy,2008,595,An romantic comedy book perfect for study_time. This romantic story explores themes of love.,Scholastic,English,4.2,4178,9789710867772211,5440300250,https://example.com/covers/book_1477.jpg,877495,romantic,study_time,"romantic,study_time,comedy"
BOOK_01478,In Story,Zadie Smith,Cooking,2021,599,An exciting cooking book perfect for travel. This exciting story explores themes of mystery.,Hachette,English,3.7,54469,9789543887689976,6782011416,https://example.com/covers/book_1478.jpg,385428,exciting,travel,"exciting,travel,cooking"
BOOK_01479,A Adventure,Chimamanda Ngozi Adichie,History,1962,348,An inspiring history book perfect for study_time. This inspiring story explores themes of adventure.,Simon & Schuster,English,4.6,38371,9783609708333565,2068143370,https://example.com/covers/book_1479.jpg,680290,inspiring,study_time,"inspiring,study_time,history"
BOOK_01480,The Quest,J.R.R. Tolkien,Philosophy,2001,167,An relaxing philosophy book perfect for beach_read. This relaxing story explores themes of adventure.,Simon & Schuster,English,3.3,59223,9781063925950576,8924711210,https://example.com/covers/book_1480.jpg,888277,relaxing,beach_read,"relaxing,beach_read,philosophy"
BOOK_01481,Beyond Quest,J.R.R. Tolkien,History,1953,577,An peaceful history book perfect for bedtime. This peaceful story explores themes of adventure.,Scholastic,English,4.7,4720,9789923655784983,2888436665,https://example.com/covers/book_1481.jpg,674560,peaceful,bedtime,"peaceful,bedtime,history"
BOOK_01482,The Story,Virginia Woolf,Fiction,1957,115,An exciting fiction book perfect for study_time. This exciting story explores themes of adventure.,Scholastic,English,3.2,26948,9787527703533457,7196058570,https://example.com/covers/book_1482.jpg,371441,exciting,study_time,"exciting,study_time,fiction"
BOOK_01483,Love Journey,J.K. Rowling,Romance,1987,243,An exciting romance book perfect for winter_read. This exciting story explores themes of growth.,Hachette,English,4.8,29796,9781220670800811,8326885822,https://example.com/covers/book_1483.jpg,329571,exciting,winter_read,"exciting,winter_read,romance"
BOOK_01484,Beyond Adventure,Margaret Atwood,Educational,1986,427,An humorous educational book perfect for study_time. This humorous story explores themes of friendship.,Cambridge University Press,English,3.2,41105,9788403048322210,8707212184,https://example.com/covers/book_1484.jpg,113203,humorous,study_time,"humorous,study_time,educational"
BOOK_01485,Forever Story,J.R.R. Tolkien,Romance,1960,748,An thoughtful romance book perfect for winter_read. This thoughtful story explores themes of friendship.,Cambridge University Press,English,4.5,22572,9787700442669544,7881034433,https://example.com/covers/book_1485.jpg,377645,thoughtful,winter_read,"thoughtful,winter_read,romance"
BOOK_01486,In Journey,Mark Twain,Philosophy,1996,772,An relaxing philosophy book perfect for study_time. This relaxing story explores themes of adventure.,Penguin Random House,English,3.6,18431,9788943484945248,8170879854,https://example.com/covers/book_1486.jpg,305779,relaxing,study_time,"relaxing,study_time,philosophy"
BOOK_01487,Beyond Story,J.R.R. Tolkien,Adventure,1966,696,An educational adventure book perfect for beach_read. This educational story explores themes of love.,Hachette,English,3.3,43714,9782946254043578,6385246519,https://example.com/covers/book_1487.jpg,75058,educational,beach_read,"educational,beach_read,adventure"
BOOK_01488,Beyond Story,Virginia Woolf,Non-Fiction,1954,713,An romantic non-fiction book perfect for cozy_night. This romantic story explores themes of growth.,Macmillan,English,3.0,4678,9789252955148850,4678727252,https://example.com/covers/book_1488.jpg,60183,romantic,cozy_night,"romantic,cozy_night,non-fiction"
BOOK_01489,The Journey,Stephen King,Non-Fiction,2012,704,An exciting non-fiction book perfect for sunny_day. This exciting story explores themes of mystery.,Hachette,English,4.2,73162,9783449732602092,4438855935,https://example.com/covers/book_1489.jpg,839264,exciting,sunny_day,"exciting,sunny_day,non-fiction"
BOOK_01490,Beyond Quest,Zadie Smith,Poetry,2002,200,An thoughtful poetry book perfect for winter_read. This thoughtful story explores themes of friendship.,Hachette,English,3.7,15947,9786413804238588,6434186057,https://example.com/covers/book_1490.jpg,260540,thoughtful,winter_read,"thoughtful,winter_read,poetry"
BOOK_01491,The Adventure,J.R.R. Tolkien,Biography,2013,457,An dramatic biography book perfect for sunny_day. This dramatic story explores themes of friendship.,Macmillan,English,3.1,18042,9784007034855863,6504763615,https://example.com/covers/book_1491.jpg,921729,dramatic,sunny_day,"dramatic,sunny_day,biography"
BOOK_01492,The Story,Agatha Christie,Science,2009,254,An exciting science book perfect for study_time. This exciting story explores themes of friendship.,HarperCollins,English,4.0,22661,9783833861385274,7377866368,https://example.com/covers/book_1492.jpg,654382,exciting,study_time,"exciting,study_time,science"
BOOK_01493,In Adventure,J.K. Rowling,Comedy,1972,269,An inspiring comedy book perfect for sunny_day. This inspiring story explores themes of adventure.,Hachette,English,4.3,77552,9781161928420554,7772660078,https://example.com/covers/book_1493.jpg,390167,inspiring,sunny_day,"inspiring,sunny_day,comedy"
BOOK_01494,Beyond Unknown,Mark Twain,Sci-Fi,1969,433,An thoughtful sci-fi book perfect for study_time. This thoughtful story explores themes of mystery.,Macmillan,English,4.0,71481,9781370204623335,4305687349,https://example.com/covers/book_1494.jpg,391339,thoughtful,study_time,"thoughtful,study_time,sci-fi"
BOOK_01495,How to Discover Growth,Chimamanda Ngozi Adichie,Self-Help,1980,325,An inspiring self-help book perfect for bedtime. This inspiring story explores themes of mystery.,Simon & Schuster,English,3.3,29050,9783914495770521,5065514161,https://example.com/covers/book_1495.jpg,159277,inspiring,bedtime,"inspiring,bedtime,self-help"
BOOK_01496,The Lost Case,Virginia Woolf,Mystery,1958,625,An dramatic mystery book perfect for travel. This dramatic story explores themes of friendship.,Macmillan,English,4.3,84915,9784507985097604,8232075149,https://example.com/covers/book_1496.jpg,541848,dramatic,travel,"dramatic,travel,mystery"
BOOK_01497,Beyond Quest,Virginia Woolf,History,1990,353,An melancholic history book perfect for travel. This melancholic story explores themes of friendship.,Hachette,English,4.5,38778,9787033616816992,8019293697,https://example.com/covers/book_1497.jpg,100561,melancholic,travel,"melancholic,travel,history"
BOOK_01498,A Adventure,Ernest Hemingway,Art,1989,100,An peaceful art book perfect for travel. This peaceful story explores themes of adventure.,Penguin Random House,English,3.1,60523,9788473938362896,7900068321,https://example.com/covers/book_1498.jpg,838154,peaceful,travel,"peaceful,travel,art"
BOOK_01499,Beyond Quest,Chimamanda Ngozi Adichie,Poetry,1950,490,An romantic poetry book perfect for rainy_day. This romantic story explores themes of growth.,Macmillan,English,3.7,59591,9785710582482573,2270257857,https://example.com/covers/book_1499.jpg,313169,romantic,rainy_day,"romantic,rainy_day,poetry"
BOOK_01500,The Story,Mark Twain,Adventure,2010,358,An relaxing adventure book perfect for cozy_night. This relaxing story explores themes of growth.,Scholastic,English,3.7,78397,9787880376297879,5693125982,https://example.com/covers/book_1500.jpg,494198,relaxing,cozy_night,"relaxing,cozy_night,adventure"
BOOK_01501,A Quest,Zadie Smith,Adventure,2015,497,An humorous adventure book perfect for winter_read. This humorous story explores themes of growth.,Macmillan,English,3.4,64437,9784442772546724,3458283005,https://example.com/covers/book_1501.jpg,15241,humorous,winter_read,"humorous,winter_read,adventure"
BOOK_01502,In Quest,Ernest Hemingway,Fiction,1977,788,An mysterious fiction book perfect for study_time. This mysterious story explores themes of love.,Hachette,English,4.0,80792,9785901219236766,8188761440,https://example.com/covers/book_1502.jpg,264241,mysterious,study_time,"mysterious,study_time,fiction"
BOOK_01503,The Journey,Haruki Murakami,Comedy,1982,138,An romantic comedy book perfect for morning_read. This romantic story explores themes of friendship.,Oxford University Press,English,3.2,14059,9788754673835454,8179945735,https://example.com/covers/book_1503.jpg,658586,romantic,morning_read,"romantic,morning_read,comedy"
BOOK_01504,Beyond Journey,Toni Morrison,Non-Fiction,2009,660,An melancholic non-fiction book perfect for bedtime. This melancholic story explores themes of adventure.,Simon & Schuster,English,4.6,20928,9785630924537596,5020922023,https://example.com/covers/book_1504.jpg,716502,melancholic,bedtime,"melancholic,bedtime,non-fiction"
BOOK_01505,In Adventure,J.K. Rowling,Art,1964,112,An relaxing art book perfect for travel. This relaxing story explores themes of mystery.,Oxford University Press,English,4.1,67715,9785141603527399,1283443784,https://example.com/covers/book_1505.jpg,404698,relaxing,travel,"relaxing,travel,art"
BOOK_01506,Beyond Story,Kazuo Ishiguro,Non-Fiction,1985,650,An romantic non-fiction book perfect for beach_read. This romantic story explores themes of growth.,Hachette,English,3.4,40378,9788030425392698,7941017558,https://example.com/covers/book_1506.jpg,523932,romantic,beach_read,"romantic,beach_read,non-fiction"
BOOK_01507,The Journey,Margaret Atwood,Cooking,1991,681,An exciting cooking book perfect for morning_read. This exciting story explores themes of adventure.,Penguin Random House,English,4.2,52835,9784511536594249,3773723288,https://example.com/covers/book_1507.jpg,225742,exciting,morning_read,"exciting,morning_read,cooking"
BOOK_01508,Forever Story,Gabriel Garcia Marquez,Romance,2006,294,An relaxing romance book perfect for travel. This relaxing story explores themes of growth.,Oxford University Press,English,4.0,66603,9782497761247966,8639635284,https://example.com/covers/book_1508.jpg,147013,relaxing,travel,"relaxing,travel,romance"
BOOK_01509,Beyond Quest,J.R.R. Tolkien,Fantasy,1983,684,An melancholic fantasy book perfect for study_time. This melancholic story explores themes of adventure.,Simon & Schuster,English,3.4,83214,9788529944914006,6751952005,https://example.com/covers/book_1509.jpg,515732,melancholic,study_time,"melancholic,study_time,fantasy"
BOOK_01510,A Journey,Zadie Smith,Business,1991,391,An inspiring business book perfect for bedtime. This inspiring story explores themes of friendship.,Hachette,English,4.4,50144,9784230223314085,9065333670,https://example.com/covers/book_1510.jpg,471912,inspiring,bedtime,"inspiring,bedtime,business"
BOOK_01511,Beyond Stars,Chimamanda Ngozi Adichie,Sci-Fi,1987,614,An exciting sci-fi book perfect for beach_read. This exciting story explores themes of growth.,Scholastic,English,3.7,74551,9782491557816795,1628982873,https://example.com/covers/book_1511.jpg,202233,exciting,beach_read,"exciting,beach_read,sci-fi"
BOOK_01512,The Story,Gabriel Garcia Marquez,Fantasy,1960,366,An uplifting fantasy book perfect for cozy_night. This uplifting story explores themes of discovery.,Oxford University Press,English,3.3,8780,9782337738351871,6715539226,https://example.com/covers/book_1512.jpg,357343,uplifting,cozy_night,"uplifting,cozy_night,fantasy"
BOOK_01513,A Quest,J.R.R. Tolkien,Educational,1999,453,An mysterious educational book perfect for travel. This mysterious story explores themes of friendship.,Simon & Schuster,English,4.3,68900,9783154120923727,6299413127,https://example.com/covers/book_1513.jpg,528513,mysterious,travel,"mysterious,travel,educational"
BOOK_01514,Beyond Quest,Zadie Smith,Biography,1979,790,An relaxing biography book perfect for winter_read. This relaxing story explores themes of growth.,Hachette,English,3.0,33065,9782559178693793,9492513316,https://example.com/covers/book_1514.jpg,188316,relaxing,winter_read,"relaxing,winter_read,biography"
BOOK_01515,The Story,Ernest Hemingway,Adventure,1977,562,An uplifting adventure book perfect for travel. This uplifting story explores themes of discovery.,Macmillan,English,4.7,11923,9786400662044726,7757569829,https://example.com/covers/book_1515.jpg,650949,uplifting,travel,"uplifting,travel,adventure"
BOOK_01516,A Quest,Haruki Murakami,Adventure,2001,796,An exciting adventure book perfect for cozy_night. This exciting story explores themes of mystery.,Scholastic,English,4.5,92089,9787981812446817,7353814280,https://example.com/covers/book_1516.jpg,769176,exciting,cozy_night,"exciting,cozy_night,adventure"
BOOK_01517,Beyond Journey,Zadie Smith,Science,2004,213,An romantic science book perfect for rainy_day. This romantic story explores themes of discovery.,Simon & Schuster,English,3.4,15185,9782807002529665,3110906036,https://example.com/covers/book_1517.jpg,265375,romantic,rainy_day,"romantic,rainy_day,science"
BOOK_01518,The Journey,J.R.R. Tolkien,Poetry,1999,573,An mysterious poetry book perfect for winter_read. This mysterious story explores themes of love.,Simon & Schuster,English,3.2,46913,9782858460883778,5371689302,https://example.com/covers/book_1518.jpg,44137,mysterious,winter_read,"mysterious,winter_read,poetry"
BOOK_01519,Beyond Journey,Gabriel Garcia Marquez,Science,2025,201,An educational science book perfect for study_time. This educational story explores themes of growth.,Oxford University Press,English,4.8,40951,9781334197639046,3371266040,https://example.com/covers/book_1519.jpg,556810,educational,study_time,"educational,study_time,science"
BOOK_01520,The Journey,Margaret Atwood,Science,1950,635,An relaxing science book perfect for morning_read. This relaxing story explores themes of growth.,Simon & Schuster,English,4.2,86257,9787067077930258,9700951276,https://example.com/covers/book_1520.jpg,829403,relaxing,morning_read,"relaxing,morning_read,science"
BOOK_01521,A Journey,Agatha Christie,Biography,2022,794,An inspiring biography book perfect for cozy_night. This inspiring story explores themes of adventure.,Macmillan,English,4.1,38602,9783296709633012,5476328397,https://example.com/covers/book_1521.jpg,931055,inspiring,cozy_night,"inspiring,cozy_night,biography"
BOOK_01522,A Quest,Haruki Murakami,Comedy,1962,304,An exciting comedy book perfect for travel. This exciting story explores themes of growth.,Cambridge University Press,English,4.5,31343,9788942005557233,8518372299,https://example.com/covers/book_1522.jpg,52625,exciting,travel,"exciting,travel,comedy"
BOOK_01523,In Adventure,Neil Gaiman,History,1967,758,An thoughtful history book perfect for cozy_night. This thoughtful story explores themes of love.,Oxford University Press,English,3.0,65029,9781497550445362,1871831084,https://example.com/covers/book_1523.jpg,787756,thoughtful,cozy_night,"thoughtful,cozy_night,history"
BOOK_01524,In Quest,Virginia Woolf,Art,1988,361,An inspiring art book perfect for cozy_night. This inspiring story explores themes of adventure.,Cambridge University Press,English,4.8,62731,9783235682930511,9906501325,https://example.com/covers/book_1524.jpg,565681,inspiring,cozy_night,"inspiring,cozy_night,art"
BOOK_01525,In Story,Toni Morrison,Fiction,1962,719,An melancholic fiction book perfect for beach_read. This melancholic story explores themes of growth.,HarperCollins,English,4.7,22659,9787535768986146,4526457898,https://example.com/covers/book_1525.jpg,144250,melancholic,beach_read,"melancholic,beach_read,fiction"
BOOK_01526,The Quest,Stephen King,Educational,2020,264,An dramatic educational book perfect for beach_read. This dramatic story explores themes of friendship.,HarperCollins,English,4.0,26689,9788113437798744,7528488791,https://example.com/covers/book_1526.jpg,781430,dramatic,beach_read,"dramatic,beach_read,educational"
BOOK_01527,In Journey,Kazuo Ishiguro,Horror,1997,783,An inspiring horror book perfect for morning_read. This inspiring story explores themes of growth.,Hachette,English,4.2,22379,9782898111897425,9842012018,https://example.com/covers/book_1527.jpg,464615,inspiring,morning_read,"inspiring,morning_read,horror"
BOOK_01528,A Adventure,Toni Morrison,Educational,1964,790,An dramatic educational book perfect for sunny_day. This dramatic story explores themes of growth.,Penguin Random House,English,3.8,75035,9783080352097021,5612879012,https://example.com/covers/book_1528.jpg,619634,dramatic,sunny_day,"dramatic,sunny_day,educational"
BOOK_01529,A Adventure,Chimamanda Ngozi Adichie,Adventure,1951,579,An dramatic adventure book perfect for sunny_day. This dramatic story explores themes of friendship.,Cambridge University Press,English,4.7,41450,9782710165842469,1459073597,https://example.com/covers/book_1529.jpg,501473,dramatic,sunny_day,"dramatic,sunny_day,adventure"
BOOK_01530,How to Transform Success,Chimamanda Ngozi Adichie,Self-Help,1969,464,An educational self-help book perfect for winter_read. This educational story explores themes of love.,Penguin Random House,English,4.6,30189,9785715383735999,7062187153,https://example.com/covers/book_1530.jpg,975856,educational,winter_read,"educational,winter_read,self-help"
BOOK_01531,In Journey,Jane Austen,Drama,1981,724,An peaceful drama book perfect for beach_read. This peaceful story explores themes of love.,Cambridge University Press,English,4.0,29737,9789328549549670,1399788775,https://example.com/covers/book_1531.jpg,882564,peaceful,beach_read,"peaceful,beach_read,drama"
BOOK_01532,In Journey,J.R.R. Tolkien,Horror,2012,711,An uplifting horror book perfect for winter_read. This uplifting story explores themes of mystery.,Penguin Random House,English,4.0,19319,9781605971580677,5521592527,https://example.com/covers/book_1532.jpg,597986,uplifting,winter_read,"uplifting,winter_read,horror"
BOOK_01533,Forever Dream,Toni Morrison,Romance,1988,480,An uplifting romance book perfect for morning_read. This uplifting story explores themes of mystery.,HarperCollins,English,4.0,98697,9787434308378751,7787724336,https://example.com/covers/book_1533.jpg,716430,uplifting,morning_read,"uplifting,morning_read,romance"
BOOK_01534,A Journey,J.K. Rowling,Comedy,2005,557,An inspiring comedy book perfect for sunny_day. This inspiring story explores themes of adventure.,Oxford University Press,English,3.2,56150,9781229232224540,8995523725,https://example.com/covers/book_1534.jpg,906274,inspiring,sunny_day,"inspiring,sunny_day,comedy"
BOOK_01535,Soul Dream,Zadie Smith,Romance,1969,785,An educational romance book perfect for rainy_day. This educational story explores themes of love.,Penguin Random House,English,3.7,25571,9786182330382958,8462288326,https://example.com/covers/book_1535.jpg,309819,educational,rainy_day,"educational,rainy_day,romance"
BOOK_01536,Beyond Story,Neil Gaiman,Travel,1960,596,An thoughtful travel book perfect for morning_read. This thoughtful story explores themes of adventure.,Hachette,English,3.5,53585,9783612384629299,1617904436,https://example.com/covers/book_1536.jpg,73537,thoughtful,morning_read,"thoughtful,morning_read,travel"
BOOK_01537,A Adventure,Chimamanda Ngozi Adichie,History,1995,742,An educational history book perfect for bedtime. This educational story explores themes of adventure.,Hachette,English,4.7,9225,9787963019459227,8885578681,https://example.com/covers/book_1537.jpg,684472,educational,bedtime,"educational,bedtime,history"
BOOK_01538,The Story,Jane Austen,History,2020,797,An educational history book perfect for beach_read. This educational story explores themes of love.,Penguin Random House,English,4.1,32000,9787872523456080,9484269154,https://example.com/covers/book_1538.jpg,269333,educational,beach_read,"educational,beach_read,history"
BOOK_01539,The Journey,George R.R. Martin,Art,2009,496,An thoughtful art book perfect for rainy_day. This thoughtful story explores themes of mystery.,Simon & Schuster,English,3.6,55414,9783955042198766,5339436516,https://example.com/covers/book_1539.jpg,623511,thoughtful,rainy_day,"thoughtful,rainy_day,art"
BOOK_01540,The Quest,Ernest Hemingway,Philosophy,1993,735,An humorous philosophy book perfect for winter_read. This humorous story explores themes of adventure.,Oxford University Press,English,3.9,23240,9783659964493490,1250601991,https://example.com/covers/book_1540.jpg,771148,humorous,winter_read,"humorous,winter_read,philosophy"
BOOK_01541,The Adventure,Gabriel Garcia Marquez,Art,1954,364,An dramatic art book perfect for morning_read. This dramatic story explores themes of love.,Simon & Schuster,English,4.5,63772,9785812024764587,5513126786,https://example.com/covers/book_1541.jpg,443322,dramatic,morning_read,"dramatic,morning_read,art"
BOOK_01542,Beyond Quest,Kazuo Ishiguro,Educational,1950,499,An dramatic educational book perfect for rainy_day. This dramatic story explores themes of love.,Hachette,English,3.1,85016,9784720195622753,7086366924,https://example.com/covers/book_1542.jpg,746687,dramatic,rainy_day,"dramatic,rainy_day,educational"
BOOK_01543,A Quest,J.K. Rowling,Poetry,1996,496,An educational poetry book perfect for cozy_night. This educational story explores themes of discovery.,Oxford University Press,English,3.3,46134,9781662381183535,6595892101,https://example.com/covers/book_1543.jpg,97953,educational,cozy_night,"educational,cozy_night,poetry"
