domain,id,title,mood_score,weather_score,time_score,activity_score,normalized_rating,popularity_score,description_length,processed_description,genre,year_normalized
books,BOOK_01119,Soul Dream,8,0,0,0,0.29999995,0.49701,14,peaceful romance book perfect winterread peaceful story explores themes discovery,Romance,0.9411765
books,BOOK_01120,A Adventure,6,0,0,0,0.45000005,0.62538,14,uplifting art book perfect morningread uplifting story explores themes love,Art,0.5882353
books,BOOK_01121,Beyond Journey,10,0,0,0,0.5,0.52848,14,mysterious horror book perfect winterread mysterious story explores themes adventure,Horror,0.85294116
books,BOOK_01122,Through Void,0,0,0,0,0.75,0.41461,14,exciting scifi book perfect morningread exciting story explores themes friendship,Sci-Fi,-1.0882353
books,BOOK_01123,In Journey,5,0,0,0,0.14999998,0.12712,14,melancholic travel book perfect cozynight melancholic story explores themes love,Travel,-0.7941176
books,BOOK_01124,A Quest,0,0,0,0,0.45000005,0.86625,14,inspiring comedy book perfect cozynight inspiring story explores themes love,Comedy,0.7058824
books,BOOK_01125,In Journey,5,0,0,0,0.75,0.7263,14,melancholic drama book perfect winterread melancholic story explores themes adventure,Drama,0.2647059
books,BOOK_01126,Beyond Journey,0,0,0,0,0.75,0.77376,14,exciting drama book perfect beachread exciting story explores themes mystery,Drama,0.85294116
books,BOOK_01127,A Story,6,0,0,0,0.049999952,0.48222,14,uplifting travel book perfect studytime uplifting story explores themes discovery,Travel,-0.85294116
books,BOOK_01128,Beyond Quest,5,0,0,0,0.39999998,0.19273,14,melancholic history book perfect beachread melancholic story explores themes discovery,History,0.5294118
books,BOOK_01129,The Journey,0,0,0,0,0.29999995,0.48125,14,relaxing horror book perfect travel relaxing story explores themes mystery,Horror,-0.47058824
books,BOOK_01130,Beyond Quest,10,0,0,0,0.25,0.76371,14,mysterious science book perfect winterread mysterious story explores themes growth,Science,1.0
books,BOOK_01131,Love Dream,10,0,0,0,0.5999999,0.11708,14,mysterious romance book perfect bedtime mysterious story explores themes friendship,Romance,-0.2647059
books,BOOK_01132,In Quest,0,0,0,0,0.25,0.38319,14,inspiring educational book perfect beachread inspiring story explores themes friendship,Educational,0.20588236
books,BOOK_01133,In Journey,10,0,0,0,0.8499999,0.91048,14,mysterious adventure book perfect cozynight mysterious story explores themes growth,Adventure,-0.2647059
books,BOOK_01134,Love Journey,11,0,0,0,0.100000024,0.83715,14,dramatic romance book perfect sunnyday dramatic story explores themes mystery,Romance,0.29411766
books,BOOK_01135,The Adventure,0,0,0,0,0.39999998,0.6487,14,relaxing travel book perfect cozynight relaxing story explores themes friendship,Travel,-0.7058824
books,BOOK_01136,The Journey,4,0,0,0,0.75,0.82772,14,romantic adventure book perfect cozynight romantic story explores themes discovery,Adventure,-0.2647059
books,BOOK_01137,A Quest,0,0,0,0,0.79999995,0.30135,14,thoughtful poetry book perfect rainyday thoughtful story explores themes adventure,Poetry,0.7941176
books,BOOK_01138,Beyond Journey,6,0,0,0,0.29999995,0.43213,14,uplifting drama book perfect sunnyday uplifting story explores themes discovery,Drama,-1.0294118
books,BOOK_01139,In Journey,8,0,0,0,0.0,0.89545,14,peaceful thriller book perfect winterread peaceful story explores themes growth,Thriller,1.0
books,BOOK_01140,In Adventure,0,0,0,0,0.45000005,0.16039,14,inspiring art book perfect travel inspiring story explores themes discovery,Art,-0.8235294
books,BOOK_01141,The Story,0,0,0,0,0.75,0.4386,14,exciting fiction book perfect beachread exciting story explores themes adventure,Fiction,0.2647059
books,BOOK_01142,Beyond Adventure,0,0,0,0,0.25,0.41757,14,thoughtful comedy book perfect winterread thoughtful story explores themes love,Comedy,-0.7647059
books,BOOK_01143,A Story,0,0,0,0,0.6500001,0.01071,14,humorous thriller book perfect morningread humorous story explores themes mystery,Thriller,-0.38235295
books,BOOK_01144,Beyond Adventure,0,0,0,0,0.29999995,0.6555,14,inspiring drama book perfect cozynight inspiring story explores themes love,Drama,-0.9705882
books,BOOK_01145,In Adventure,0,0,0,0,0.45000005,0.00943,14,thoughtful educational book perfect cozynight thoughtful story explores themes mystery,Educational,-0.14705883
books,BOOK_01146,Beyond Adventure,4,0,0,0,0.100000024,0.23176,14,romantic thriller book perfect rainyday romantic story explores themes friendship,Thriller,-1.0294118
books,BOOK_01147,Through Future,0,0,0,0,0.100000024,0.4052,14,relaxing scifi book perfect bedtime relaxing story explores themes adventure,Sci-Fi,-0.7058824
books,BOOK_01148,The Story,0,0,0,0,0.39999998,0.61454,14,relaxing history book perfect studytime relaxing story explores themes mystery,History,-0.7647059
books,BOOK_01149,Beyond Adventure,0,0,0,0,0.29999995,0.16966,14,thoughtful philosophy book perfect bedtime thoughtful story explores themes adventure,Philosophy,0.4117647
books,BOOK_01150,In Adventure,4,0,0,0,0.100000024,0.10445,14,romantic fantasy book perfect beachread romantic story explores themes friendship,Fantasy,-0.61764705
books,BOOK_01151,The Adventure,6,0,0,0,0.70000005,0.36141,14,uplifting science book perfect winterread uplifting story explores themes discovery,Science,0.11764706
books,BOOK_01152,Beyond Adventure,0,0,0,0,0.14999998,0.78696,14,thoughtful poetry book perfect studytime thoughtful story explores themes growth,Poetry,0.32352942
books,BOOK_01153,Through Void,0,0,0,0,0.35000002,0.86145,14,educational scifi book perfect studytime educational story explores themes adventure,Sci-Fi,0.38235295
books,BOOK_01154,The Lost Mystery,0,0,0,0,0.8499999,0.40716,14,thoughtful mystery book perfect morningread thoughtful story explores themes love,Mystery,-1.0882353
books,BOOK_01155,How to Transform Peace,0,0,0,0,0.5999999,0.15436,14,relaxing selfhelp book perfect winterread relaxing story explores themes growth,Self-Help,-0.5588235
books,BOOK_01156,In Journey,6,0,0,0,0.20000005,0.85801,14,uplifting comedy book perfect cozynight uplifting story explores themes discovery,Comedy,-0.20588236
books,BOOK_01157,The Adventure,8,0,0,0,0.0,0.15914,14,peaceful fiction book perfect sunnyday peaceful story explores themes mystery,Fiction,-0.11764706
books,BOOK_01158,The Quest,0,0,0,0,0.5999999,0.07001,14,humorous art book perfect bedtime humorous story explores themes discovery,Art,-1.0588236
books,BOOK_01159,The Adventure,6,0,0,0,0.0,0.37457,14,uplifting business book perfect bedtime uplifting story explores themes mystery,Business,-0.2647059
books,BOOK_01160,In Story,8,0,0,0,0.95000005,0.67871,14,peaceful history book perfect travel peaceful story explores themes discovery,History,-0.38235295
books,BOOK_01161,In Adventure,5,0,0,0,0.25,0.06589,14,melancholic comedy book perfect morningread melancholic story explores themes growth,Comedy,-0.88235295
books,BOOK_01162,The Missing Affair,0,0,0,0,0.70000005,0.42761,14,relaxing mystery book perfect cozynight relaxing story explores themes adventure,Mystery,0.38235295
books,BOOK_01163,Beyond Adventure,0,0,0,0,0.14999998,0.33378,14,exciting nonfiction book perfect sunnyday exciting story explores themes adventure,Non-Fiction,0.5882353
books,BOOK_01164,Beyond Adventure,0,0,0,0,0.100000024,0.24345,14,relaxing adventure book perfect bedtime relaxing story explores themes love,Adventure,0.7352941
books,BOOK_01165,A Quest,0,0,0,0,0.45000005,0.13162,14,exciting business book perfect cozynight exciting story explores themes friendship,Business,-0.9117647
books,BOOK_01166,Beyond Journey,0,0,0,0,0.100000024,0.75126,14,relaxing nonfiction book perfect travel relaxing story explores themes friendship,Non-Fiction,-0.61764705
books,BOOK_01167,The Story,0,0,0,0,0.39999998,0.70828,14,exciting adventure book perfect sunnyday exciting story explores themes adventure,Adventure,0.20588236
books,BOOK_01168,The Journey,0,0,0,0,0.5999999,0.4442,14,thoughtful cooking book perfect beachread thoughtful story explores themes love,Cooking,0.14705883
books,BOOK_01169,A Quest,11,0,0,0,0.6500001,0.56996,14,dramatic cooking book perfect studytime dramatic story explores themes growth,Cooking,0.7647059
books,BOOK_01170,In Adventure,0,0,0,0,0.20000005,0.58251,14,educational comedy book perfect cozynight educational story explores themes mystery,Comedy,-0.5
books,BOOK_01171,Beyond Adventure,4,0,0,0,0.39999998,0.01747,14,romantic science book perfect beachread romantic story explores themes love,Science,-0.23529412
books,BOOK_01172,In Adventure,11,0,0,0,0.5999999,0.00744,14,dramatic cooking book perfect bedtime dramatic story explores themes adventure,Cooking,-0.9411765
books,BOOK_01173,In Adventure,0,0,0,0,0.5,0.15172,14,exciting travel book perfect sunnyday exciting story explores themes growth,Travel,0.20588236
books,BOOK_01174,Beyond Journey,8,0,0,0,0.75,0.17967,14,peaceful biography book perfect bedtime peaceful story explores themes growth,Biography,-0.8235294
books,BOOK_01175,The Journey,6,0,0,0,0.25,0.58558,14,uplifting biography book perfect studytime uplifting story explores themes friendship,Biography,0.88235295
books,BOOK_01176,The Secret Affair,0,0,0,0,0.0,0.45221,14,exciting mystery book perfect travel exciting story explores themes adventure,Mystery,-0.05882353
books,BOOK_01177,Beyond Adventure,8,0,0,0,0.75,0.86595,14,peaceful fiction book perfect studytime peaceful story explores themes adventure,Fiction,0.5588235
books,BOOK_01178,The Journey,6,0,0,0,0.6500001,0.53687,14,uplifting fantasy book perfect studytime uplifting story explores themes adventure,Fantasy,0.2647059
books,BOOK_01179,Beyond Story,0,0,0,0,0.100000024,0.55006,14,educational cooking book perfect winterread educational story explores themes growth,Cooking,-1.0294118
books,BOOK_01180,The Adventure,4,0,0,0,0.5999999,0.63672,14,romantic philosophy book perfect bedtime romantic story explores themes friendship,Philosophy,0.32352942
books,BOOK_01181,The Hidden Case,0,0,0,0,0.6500001,0.25643,14,thoughtful mystery book perfect winterread thoughtful story explores themes adventure,Mystery,0.5
books,BOOK_01182,The Story,5,0,0,0,0.20000005,0.95347,14,melancholic cooking book perfect winterread melancholic story explores themes discovery,Cooking,0.7647059
books,BOOK_01183,In Quest,6,0,0,0,0.25,0.57201,14,uplifting nonfiction book perfect studytime uplifting story explores themes friendship,Non-Fiction,0.7647059
books,BOOK_01184,The Quest,5,0,0,0,0.25,0.27952,14,melancholic thriller book perfect studytime melancholic story explores themes mystery,Thriller,-0.20588236
books,BOOK_01185,A Adventure,0,0,0,0,0.25,0.94192,14,humorous drama book perfect rainyday humorous story explores themes adventure,Drama,-0.9705882
books,BOOK_01186,In Quest,6,0,0,0,0.100000024,0.32815,14,uplifting philosophy book perfect travel uplifting story explores themes growth,Philosophy,-0.88235295
books,BOOK_01187,The Story,6,0,0,0,0.9000001,0.46453,14,uplifting biography book perfect studytime uplifting story explores themes adventure,Biography,-0.5294118
books,BOOK_01188,The Hidden Affair,11,0,0,0,1.0,0.22171,14,dramatic mystery book perfect rainyday dramatic story explores themes adventure,Mystery,0.11764706
books,BOOK_01189,Beyond Future,11,0,0,0,0.45000005,0.08688,14,dramatic scifi book perfect cozynight dramatic story explores themes growth,Sci-Fi,-0.29411766
books,BOOK_01190,Beyond Story,11,0,0,0,0.20000005,0.69277,14,dramatic poetry book perfect rainyday dramatic story explores themes discovery,Poetry,0.0882353
books,BOOK_01191,Beyond Journey,10,0,0,0,0.9000001,0.22949,14,mysterious philosophy book perfect cozynight mysterious story explores themes friendship,Philosophy,1.0
books,BOOK_01192,Through Unknown,0,0,0,0,0.14999998,0.46958,14,inspiring scifi book perfect travel inspiring story explores themes love,Sci-Fi,-1.0
books,BOOK_01193,In Adventure,6,0,0,0,0.29999995,0.87312,14,uplifting comedy book perfect rainyday uplifting story explores themes adventure,Comedy,0.11764706
books,BOOK_01194,Beyond Adventure,0,0,0,0,0.6500001,0.77967,14,relaxing biography book perfect morningread relaxing story explores themes love,Biography,-0.9411765
books,BOOK_01195,In Quest,0,0,0,0,0.6500001,0.36717,14,educational horror book perfect studytime educational story explores themes discovery,Horror,0.7058824
books,BOOK_01196,Beyond Story,0,0,0,0,0.5999999,0.15544,14,thoughtful science book perfect winterread thoughtful story explores themes adventure,Science,0.4117647
books,BOOK_01197,In Journey,0,0,0,0,0.79999995,0.0146,14,humorous biography book perfect cozynight humorous story explores themes love,Biography,-0.05882353
books,BOOK_01198,The Adventure,0,0,0,0,0.14999998,0.40113,14,thoughtful travel book perfect studytime thoughtful story explores themes discovery,Travel,-0.38235295
books,BOOK_01199,Beyond Quest,0,0,0,0,0.25,0.33095,14,humorous history book perfect cozynight humorous story explores themes growth,History,0.0
books,BOOK_01200,The Story,0,0,0,0,0.45000005,0.71244,14,exciting history book perfect studytime exciting story explores themes mystery,History,0.7941176
books,BOOK_01201,Forever Promise,8,0,0,0,0.29999995,0.60811,14,peaceful romance book perfect beachread peaceful story explores themes mystery,Romance,0.7352941
books,BOOK_01202,In Journey,4,0,0,0,0.100000024,0.67408,14,romantic art book perfect beachread romantic story explores themes adventure,Art,-1.0
books,BOOK_01203,A Adventure,0,0,0,0,0.54999995,0.53276,14,relaxing poetry book perfect studytime relaxing story explores themes discovery,Poetry,0.88235295
books,BOOK_01204,The Journey,11,0,0,0,0.45000005,0.02004,14,dramatic fiction book perfect cozynight dramatic story explores themes discovery,Fiction,0.9411765
books,BOOK_01205,The Quest,4,0,0,0,0.14999998,0.78713,14,romantic thriller book perfect rainyday romantic story explores themes love,Thriller,-0.5882353
books,BOOK_01206,In Journey,0,0,0,0,0.5,0.97816,14,relaxing comedy book perfect beachread relaxing story explores themes friendship,Comedy,-0.9705882
books,BOOK_01207,A Story,6,0,0,0,0.049999952,0.57159,14,uplifting adventure book perfect travel uplifting story explores themes adventure,Adventure,-0.5
books,BOOK_01208,In Journey,0,0,0,0,0.14999998,0.75283,14,thoughtful travel book perfect sunnyday thoughtful story explores themes growth,Travel,-1.0294118
books,BOOK_01209,In Story,0,0,0,0,0.9000001,0.41613,14,exciting philosophy book perfect sunnyday exciting story explores themes mystery,Philosophy,-0.7941176
books,BOOK_01210,The Story,0,0,0,0,0.95000005,0.70983,14,inspiring nonfiction book perfect winterread inspiring story explores themes friendship,Non-Fiction,-0.7941176
books,BOOK_01211,Beyond Story,0,0,0,0,1.0,0.75605,14,relaxing business book perfect travel relaxing story explores themes adventure,Business,0.3529412
books,BOOK_01212,The Quest,11,0,0,0,0.35000002,0.4132,14,dramatic cooking book perfect cozynight dramatic story explores themes growth,Cooking,-1.117647
books,BOOK_01213,A Adventure,0,0,0,0,0.100000024,0.76351,14,relaxing comedy book perfect studytime relaxing story explores themes friendship,Comedy,0.7647059
books,BOOK_01214,A Quest,0,0,0,0,0.25,0.50514,14,relaxing philosophy book perfect sunnyday relaxing story explores themes growth,Philosophy,0.44117647
books,BOOK_01215,A Journey,8,0,0,0,0.6500001,0.48016,14,peaceful philosophy book perfect winterread peaceful story explores themes friendship,Philosophy,0.61764705
books,BOOK_01216,Beyond Story,5,0,0,0,0.35000002,0.26302,14,melancholic business book perfect cozynight melancholic story explores themes growth,Business,0.7058824
books,BOOK_01217,A Story,10,0,0,0,0.8499999,0.20249,14,mysterious adventure book perfect winterread mysterious story explores themes love,Adventure,-0.6764706
books,BOOK_01218,Beyond Story,6,0,0,0,0.14999998,0.64923,14,uplifting philosophy book perfect rainyday uplifting story explores themes discovery,Philosophy,0.5882353
books,BOOK_01219,Beyond Story,0,0,0,0,0.29999995,0.59652,14,humorous fiction book perfect studytime humorous story explores themes adventure,Fiction,-0.20588236
books,BOOK_01220,A Adventure,0,0,0,0,0.54999995,0.66516,14,relaxing adventure book perfect bedtime relaxing story explores themes mystery,Adventure,0.6764706
books,BOOK_01221,A Journey,8,0,0,0,0.049999952,0.5563,14,peaceful poetry book perfect beachread peaceful story explores themes growth,Poetry,0.44117647
books,BOOK_01222,The Quest,10,0,0,0,0.100000024,0.66786,14,mysterious thriller book perfect cozynight mysterious story explores themes friendship,Thriller,0.85294116
books,BOOK_01223,Beyond Journey,6,0,0,0,0.39999998,0.74361,14,uplifting cooking book perfect morningread uplifting story explores themes friendship,Cooking,0.29411766
books,BOOK_01224,Beyond Journey,0,0,0,0,0.54999995,0.93168,14,educational thriller book perfect bedtime educational story explores themes adventure,Thriller,-0.64705884
books,BOOK_01225,Beyond Journey,10,0,0,0,0.95000005,0.56547,14,mysterious history book perfect rainyday mysterious story explores themes mystery,History,0.029411765
books,BOOK_01226,Beyond Journey,0,0,0,0,0.9000001,0.92734,14,educational art book perfect bedtime educational story explores themes mystery,Art,0.6764706
books,BOOK_01227,Beyond Journey,0,0,0,0,0.35000002,0.86588,14,relaxing thriller book perfect bedtime relaxing story explores themes friendship,Thriller,0.7058824
books,BOOK_01228,The Journey,10,0,0,0,0.29999995,0.78886,14,mysterious cooking book perfect cozynight mysterious story explores themes friendship,Cooking,0.5882353
books,BOOK_01229,A Story,0,0,0,0,0.5999999,0.95644,14,exciting biography book perfect bedtime exciting story explores themes growth,Biography,-0.5882353
books,BOOK_01230,A Journey,10,0,0,0,0.79999995,0.07322,14,mysterious history book perfect sunnyday mysterious story explores themes mystery,History,-0.38235295
books,BOOK_01231,Beyond Journey,5,0,0,0,0.70000005,0.23309,14,melancholic philosophy book perfect sunnyday melancholic story explores themes mystery,Philosophy,0.029411765
books,BOOK_01232,How to Transform Happiness,6,0,0,0,0.6500001,0.48202,14,uplifting selfhelp book perfect bedtime uplifting story explores themes mystery,Self-Help,-0.1764706
books,BOOK_01233,Beyond Journey,5,0,0,0,0.95000005,0.57096,14,melancholic science book perfect studytime melancholic story explores themes love,Science,0.38235295
books,BOOK_01234,The Journey,0,0,0,0,0.5999999,0.4443,14,exciting cooking book perfect travel exciting story explores themes friendship,Cooking,-0.38235295
books,BOOK_01235,In Journey,0,0,0,0,0.75,0.55411,14,inspiring cooking book perfect cozynight inspiring story explores themes mystery,Cooking,-0.47058824
books,BOOK_01236,The Lost Case,0,0,0,0,0.14999998,0.36512,14,thoughtful mystery book perfect rainyday thoughtful story explores themes love,Mystery,-1.0294118
books,BOOK_01237,Beyond Adventure,0,0,0,0,0.75,0.64961,14,relaxing horror book perfect rainyday relaxing story explores themes discovery,Horror,0.7941176
books,BOOK_01238,Love Dream,0,0,0,0,0.6500001,0.61319,14,exciting romance book perfect travel exciting story explores themes discovery,Romance,-0.8235294
books,BOOK_01239,Beyond Story,6,0,0,0,0.25,0.52191,14,uplifting horror book perfect beachread uplifting story explores themes love,Horror,0.7352941
books,BOOK_01240,Beyond Story,0,0,0,0,0.95000005,0.46003,14,relaxing business book perfect beachread relaxing story explores themes adventure,Business,-0.029411765
books,BOOK_01241,The Quest,5,0,0,0,0.54999995,0.82335,14,melancholic art book perfect rainyday melancholic story explores themes growth,Art,0.5588235
books,BOOK_01242,In Quest,0,0,0,0,0.8499999,0.3632,14,relaxing educational book perfect studytime relaxing story explores themes growth,Educational,0.88235295
books,BOOK_01243,Soul Journey,11,0,0,0,0.6500001,0.22972,14,dramatic romance book perfect winterread dramatic story explores themes love,Romance,1.0
books,BOOK_01244,A Adventure,5,0,0,0,0.79999995,0.44488,14,melancholic nonfiction book perfect beachread melancholic story explores themes adventure,Non-Fiction,1.0
books,BOOK_01245,Beyond Adventure,0,0,0,0,0.9000001,0.77472,14,humorous thriller book perfect bedtime humorous story explores themes mystery,Thriller,-0.29411766
books,BOOK_01246,The Quest,10,0,0,0,0.75,0.73107,14,mysterious philosophy book perfect bedtime mysterious story explores themes friendship,Philosophy,0.6764706
books,BOOK_01247,A Journey,0,0,0,0,0.35000002,0.76523,14,humorous fiction book perfect beachread humorous story explores themes adventure,Fiction,-1.1764706
books,BOOK_01248,In Adventure,11,0,0,0,0.70000005,0.61787,14,dramatic biography book perfect rainyday dramatic story explores themes discovery,Biography,-0.85294116
books,BOOK_01249,How to Discover Happiness,0,0,0,0,0.79999995,0.38232,14,thoughtful selfhelp book perfect cozynight thoughtful story explores themes growth,Self-Help,0.5588235
books,BOOK_01250,The Journey,6,0,0,0,0.95000005,0.67973,14,uplifting business book perfect beachread uplifting story explores themes mystery,Business,-1.1764706
books,BOOK_01251,A Quest,0,0,0,0,0.95000005,0.94876,14,relaxing comedy book perfect morningread relaxing story explores themes discovery,Comedy,0.2647059
books,BOOK_01252,A Journey,0,0,0,0,0.5,0.74681,14,exciting history book perfect winterread exciting story explores themes adventure,History,-0.85294116
books,BOOK_01253,How to Transform Peace,10,0,0,0,0.100000024,0.01028,14,mysterious selfhelp book perfect morningread mysterious story explores themes discovery,Self-Help,-0.9705882
books,BOOK_01254,Beyond Journey,4,0,0,0,0.79999995,0.96231,14,romantic drama book perfect beachread romantic story explores themes growth,Drama,0.5882353
books,BOOK_01255,In Adventure,0,0,0,0,0.45000005,0.3948,14,humorous cooking book perfect rainyday humorous story explores themes growth,Cooking,-0.38235295
books,BOOK_01256,The Story,0,0,0,0,0.5999999,0.19428,14,exciting science book perfect morningread exciting story explores themes love,Science,-0.11764706
books,BOOK_01257,Heart Story,0,0,0,0,0.39999998,0.83917,14,exciting romance book perfect studytime exciting story explores themes mystery,Romance,0.4117647
books,BOOK_01258,The Quest,6,0,0,0,0.35000002,0.65595,14,uplifting nonfiction book perfect travel uplifting story explores themes mystery,Non-Fiction,-0.20588236
books,BOOK_01259,The Story,6,0,0,0,0.54999995,0.69028,14,uplifting business book perfect cozynight uplifting story explores themes friendship,Business,0.029411765
books,BOOK_01260,The Journey,11,0,0,0,0.75,0.07295,14,dramatic poetry book perfect travel dramatic story explores themes friendship,Poetry,0.1764706
books,BOOK_01261,How to Transform Peace,11,0,0,0,0.25,0.79898,14,dramatic selfhelp book perfect studytime dramatic story explores themes mystery,Self-Help,-0.5588235
books,BOOK_01262,A Quest,6,0,0,0,0.5999999,0.45828,14,uplifting philosophy book perfect rainyday uplifting story explores themes love,Philosophy,0.64705884
books,BOOK_01263,How to Master Success,0,0,0,0,0.95000005,0.81804,14,exciting selfhelp book perfect rainyday exciting story explores themes mystery,Self-Help,0.05882353
books,BOOK_01264,Forever Dream,0,0,0,0,0.39999998,0.68808,14,exciting romance book perfect morningread exciting story explores themes growth,Romance,0.1764706
books,BOOK_01265,A Journey,6,0,0,0,0.5999999,0.26193,14,uplifting art book perfect morningread uplifting story explores themes growth,Art,-0.23529412
books,BOOK_01266,Beyond Journey,0,0,0,0,0.45000005,0.8448,14,exciting fantasy book perfect morningread exciting story explores themes friendship,Fantasy,0.2647059
books,BOOK_01267,The Journey,0,0,0,0,0.20000005,0.92829,14,humorous art book perfect bedtime humorous story explores themes friendship,Art,0.14705883
books,BOOK_01268,How to Master Peace,0,0,0,0,0.79999995,0.37008,14,thoughtful selfhelp book perfect sunnyday thoughtful story explores themes mystery,Self-Help,-1.1764706
books,BOOK_01269,Beyond Story,10,0,0,0,0.14999998,0.84722,14,mysterious horror book perfect morningread mysterious story explores themes love,Horror,0.9117647
books,BOOK_01270,The Quest,10,0,0,0,0.9000001,0.46037,14,mysterious horror book perfect rainyday mysterious story explores themes growth,Horror,0.14705883
books,BOOK_01271,Beyond Quest,0,0,0,0,0.29999995,0.1427,14,educational nonfiction book perfect winterread educational story explores themes friendship,Non-Fiction,-0.9411765
books,BOOK_01272,A Quest,10,0,0,0,0.75,0.06797,14,mysterious biography book perfect sunnyday mysterious story explores themes growth,Biography,-0.38235295
books,BOOK_01273,A Journey,0,0,0,0,0.100000024,0.5151,14,relaxing poetry book perfect cozynight relaxing story explores themes friendship,Poetry,0.23529412
books,BOOK_01274,Beyond Story,6,0,0,0,0.45000005,0.42251,14,uplifting history book perfect winterread uplifting story explores themes friendship,History,0.3529412
books,BOOK_01275,A Adventure,6,0,0,0,0.8499999,0.66661,14,uplifting thriller book perfect beachread uplifting story explores themes friendship,Thriller,-1.0588236
books,BOOK_01276,The Unknown,4,0,0,0,0.8499999,0.48212,14,romantic scifi book perfect morningread romantic story explores themes love,Sci-Fi,-0.29411766
books,BOOK_01277,In Adventure,0,0,0,0,0.54999995,0.12414,14,humorous travel book perfect studytime humorous story explores themes love,Travel,-0.9117647
books,BOOK_01278,In Adventure,10,0,0,0,0.5999999,0.74464,14,mysterious drama book perfect bedtime mysterious story explores themes discovery,Drama,-0.05882353
books,BOOK_01279,Heart Dream,10,0,0,0,0.100000024,0.17033,14,mysterious romance book perfect winterread mysterious story explores themes adventure,Romance,0.2647059
books,BOOK_01280,A Story,0,0,0,0,0.45000005,0.99198,14,inspiring travel book perfect morningread inspiring story explores themes adventure,Travel,-0.5588235
books,BOOK_01281,Beyond Quest,4,0,0,0,0.100000024,0.01864,14,romantic biography book perfect bedtime romantic story explores themes growth,Biography,0.9411765
books,BOOK_01282,In Journey,0,0,0,0,0.8499999,0.37752,14,exciting business book perfect rainyday exciting story explores themes friendship,Business,-0.1764706
books,BOOK_01283,A Story,6,0,0,0,0.20000005,0.92794,14,uplifting science book perfect bedtime uplifting story explores themes discovery,Science,0.9117647
books,BOOK_01284,In Adventure,10,0,0,0,0.14999998,0.82901,14,mysterious nonfiction book perfect beachread mysterious story explores themes adventure,Non-Fiction,0.47058824
books,BOOK_01285,A Journey,11,0,0,0,0.20000005,0.10255,14,dramatic cooking book perfect sunnyday dramatic story explores themes mystery,Cooking,-0.029411765
books,BOOK_01286,The Story,8,0,0,0,0.8499999,0.00117,14,peaceful biography book perfect sunnyday peaceful story explores themes adventure,Biography,0.64705884
books,BOOK_01287,Into Unknown,6,0,0,0,0.20000005,0.63608,14,uplifting scifi book perfect winterread uplifting story explores themes friendship,Sci-Fi,-0.5294118
books,BOOK_01288,A Journey,0,0,0,0,0.20000005,0.22905,14,thoughtful travel book perfect sunnyday thoughtful story explores themes love,Travel,0.29411766
books,BOOK_01289,Beyond Quest,10,0,0,0,0.95000005,0.30591,14,mysterious fiction book perfect winterread mysterious story explores themes growth,Fiction,-0.9117647
books,BOOK_01290,In Quest,6,0,0,0,0.0,0.162,14,uplifting thriller book perfect studytime uplifting story explores themes discovery,Thriller,0.5588235
books,BOOK_01291,A Quest,0,0,0,0,0.45000005,0.52766,14,inspiring biography book perfect cozynight inspiring story explores themes friendship,Biography,-0.61764705
books,BOOK_01292,A Story,6,0,0,0,0.5,0.33131,14,uplifting adventure book perfect sunnyday uplifting story explores themes adventure,Adventure,-0.29411766
books,BOOK_01293,Beyond Journey,0,0,0,0,0.95000005,0.81592,14,educational science book perfect studytime educational story explores themes growth,Science,-1.0294118
books,BOOK_01294,A Adventure,0,0,0,0,0.9000001,0.853,14,exciting business book perfect bedtime exciting story explores themes growth,Business,-0.9117647
books,BOOK_01295,The Secret Case,6,0,0,0,0.45000005,0.66679,14,uplifting mystery book perfect morningread uplifting story explores themes love,Mystery,0.7647059
books,BOOK_01296,The Secret Puzzle,0,0,0,0,0.25,0.60208,14,exciting mystery book perfect sunnyday exciting story explores themes friendship,Mystery,-0.64705884
books,BOOK_01297,A Story,11,0,0,0,0.29999995,0.21152,14,dramatic science book perfect studytime dramatic story explores themes friendship,Science,0.11764706
books,BOOK_01298,Beyond Quest,0,0,0,0,0.100000024,0.21733,14,educational horror book perfect rainyday educational story explores themes love,Horror,0.3529412
books,BOOK_01299,In Story,0,0,0,0,0.100000024,0.54393,14,thoughtful fiction book perfect studytime thoughtful story explores themes growth,Fiction,0.029411765
books,BOOK_01300,In Story,0,0,0,0,0.049999952,0.30043,14,exciting fiction book perfect cozynight exciting story explores themes adventure,Fiction,-1.117647
books,BOOK_01301,The Secret Puzzle,0,0,0,0,0.5999999,0.82783,14,thoughtful mystery book perfect beachread thoughtful story explores themes adventure,Mystery,-0.14705883
books,BOOK_01302,The Story,0,0,0,0,0.39999998,0.73111,14,inspiring cooking book perfect travel inspiring story explores themes mystery,Cooking,-0.7941176
books,BOOK_01303,The Adventure,0,0,0,0,0.100000024,0.14545,14,relaxing art book perfect morningread relaxing story explores themes growth,Art,-0.88235295
books,BOOK_01304,In Journey,11,0,0,0,0.39999998,0.19323,14,dramatic educational book perfect sunnyday dramatic story explores themes growth,Educational,0.85294116
books,BOOK_01305,Beyond Journey,0,0,0,0,0.049999952,0.67397,14,exciting science book perfect bedtime exciting story explores themes discovery,Science,0.0
books,BOOK_01306,A Journey,0,0,0,0,0.29999995,0.28262,14,exciting horror book perfect winterread exciting story explores themes discovery,Horror,0.029411765
