track_id,title,artist,genre,release_year,album,lyrics,tempo,energy,danceability,valence,acousticness,instrumentalness,loudness,speechiness,liveness,popularity,key,mode,time_signature,duration,language,mood,activity,weather_mood,keywords
MUSIC_00693,Smile Days,Billie Eilish,Punk,1967,Smile Days - Album,"Sunshine in my heart, everything's alright, dancing through the day and into the night",93,0.757,0.97,0.475,0.313,0.877,-19.2,0.748,0.846,64,2,0,7,331,French,happy,driving,snowy_day,"happy,driving,snowy_day,punk"
MUSIC_00694,Beyond Day,The Weeknd,Gospel,2002,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",120,0.68,0.33,0.974,0.123,0.359,-19.0,0.015,0.77,51,0,0,5,230,Japanese,melancholic,reading,stormy_night,"melancholic,reading,stormy_night,gospel"
MUSIC_00695,Beyond Day,Kendrick Lamar,Country,1991,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",88,0.858,0.97,0.43,0.232,0.074,-13.5,0.922,0.869,39,5,1,5,216,Japanese,playful,showering,stormy_night,"playful,showering,stormy_night,country"
MUSIC_00696,Through Day,OneRepublic,Punk,1945,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",80,0.168,0.818,0.059,0.139,0.005,-19.5,0.864,0.34,77,7,1,3,283,Spanish,peaceful,party,sunny_day,"peaceful,party,sunny_day,punk"
MUSIC_00697,Through Day,Imagine Dragons,Indie,1998,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",102,0.012,0.295,0.949,0.798,0.349,-6.6,0.619,0.921,34,5,0,4,206,French,euphoric,working,rainy_day,"euphoric,working,rainy_day,indie"
MUSIC_00698,Rain Forever,Adele,Funk,2009,Rain Forever - Album,"Tears falling like rain, memories remain, walking through the pain alone again",101,0.167,0.828,0.723,0.283,0.908,-4.9,0.394,0.602,21,1,1,4,183,English,sad,cleaning,snowy_day,"sad,cleaning,snowy_day,funk"
MUSIC_00699,In Night,Coldplay,Alternative,1975,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",105,0.2,0.745,0.804,0.196,0.862,-12.3,0.185,0.193,39,4,0,6,313,French,melancholic,party,sunny_day,"melancholic,party,sunny_day,alternative"
MUSIC_00700,In Night,Ed Sheeran,Gospel,1990,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",163,0.065,0.616,0.037,0.295,0.749,-12.2,0.526,0.83,67,10,1,5,284,English,contemplative,sleeping,sunny_day,"contemplative,sleeping,sunny_day,gospel"
MUSIC_00701,The Moment,Ariana Grande,R&B,1972,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",96,0.902,0.517,0.023,0.287,0.518,-13.7,0.184,0.65,16,7,1,5,220,Korean,hopeful,driving,stormy_night,"hopeful,driving,stormy_night,r&b"
MUSIC_00702,Beyond Moment,Ariana Grande,Country,1972,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",145,0.582,0.903,0.318,0.129,0.305,-12.4,0.159,0.211,63,5,0,4,154,Spanish,hopeful,cooking,foggy_morning,"hopeful,cooking,foggy_morning,country"
MUSIC_00703,Rain Tonight,Bruno Mars,Blues,1969,Rain Tonight - Album,"Tears falling like rain, memories remain, walking through the pain alone again",160,0.72,0.742,0.332,0.611,0.324,-9.3,0.131,0.142,60,5,1,4,255,Spanish,sad,meditation,snowy_day,"sad,meditation,snowy_day,blues"
MUSIC_00704,In Night,Dua Lipa,Alternative,1965,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",104,0.997,0.39,0.44,0.235,0.548,-16.2,0.807,0.921,51,3,0,3,253,English,peaceful,workout,sunny_day,"peaceful,workout,sunny_day,alternative"
MUSIC_00705,The Night,Billie Eilish,Rock,1944,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",95,0.936,0.293,0.683,0.966,0.12,-2.8,0.476,0.135,59,9,1,3,160,Spanish,aggressive,sleeping,stormy_night,"aggressive,sleeping,stormy_night,rock"
MUSIC_00706,Beyond Day,Taylor Swift,World,1955,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.62,0.43,0.237,0.834,0.126,-15.0,0.317,0.375,49,7,0,4,130,Japanese,melancholic,party,rainy_day,"melancholic,party,rainy_day,world"
MUSIC_00707,In Night,The Weeknd,Country,1995,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",111,0.289,0.212,0.787,0.65,0.497,-19.6,0.007,0.893,23,4,1,6,266,Spanish,dramatic,walking,rainy_day,"dramatic,walking,rainy_day,country"
MUSIC_00708,In Moment,Billie Eilish,Soul,1940,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",112,0.395,0.148,0.036,0.319,0.098,-7.4,0.654,0.245,97,4,1,4,275,Japanese,intense,gaming,foggy_morning,"intense,gaming,foggy_morning,soul"
MUSIC_00709,Rain Tonight,Coldplay,K-Pop,2000,Rain Tonight - Album,"Tears falling like rain, memories remain, walking through the pain alone again",169,0.511,0.016,0.193,0.418,0.815,-6.0,0.763,0.152,89,11,1,3,235,Korean,sad,cleaning,sunny_day,"sad,cleaning,sunny_day,k-pop"
MUSIC_00710,The Moment,Ed Sheeran,Latin,1982,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",124,0.305,0.588,0.026,0.347,0.035,-19.2,0.649,0.435,9,1,0,7,253,Korean,calm,cleaning,sunny_day,"calm,cleaning,sunny_day,latin"
MUSIC_00711,Through Day,Bruno Mars,Gospel,1973,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",118,0.453,0.173,0.536,0.443,0.118,-12.7,0.956,0.578,58,11,1,7,211,Spanish,hopeful,relaxing,stormy_night,"hopeful,relaxing,stormy_night,gospel"
MUSIC_00712,In Moment,Billie Eilish,Metal,1979,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",146,0.415,0.317,0.203,0.434,0.397,-19.8,0.506,0.547,84,10,1,4,307,Spanish,intense,party,stormy_night,"intense,party,stormy_night,metal"
MUSIC_00713,In Moment,Billie Eilish,Gospel,1955,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",158,0.787,0.224,0.433,0.98,0.668,-2.6,0.592,0.979,48,4,0,5,326,English,dreamy,gaming,sunny_day,"dreamy,gaming,sunny_day,gospel"
MUSIC_00714,Through Moment,Maroon 5,Punk,1946,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",162,0.732,0.284,0.268,0.007,0.988,-19.8,0.047,0.072,8,1,1,6,151,English,uplifting,gaming,foggy_morning,"uplifting,gaming,foggy_morning,punk"
MUSIC_00715,Beyond Day,Imagine Dragons,Reggae,1968,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",154,0.093,0.097,0.56,0.867,0.587,-1.1,0.187,0.993,77,7,0,3,166,Japanese,peaceful,cleaning,rainy_day,"peaceful,cleaning,rainy_day,reggae"
MUSIC_00716,Bright Moments,Kendrick Lamar,Hip-Hop,1988,Bright Moments - Album,"Sunshine in my heart, everything's alright, dancing through the day and into the night",143,0.139,0.608,0.62,0.142,0.0,-4.6,0.055,0.692,57,10,1,5,210,Korean,happy,walking,sunny_day,"happy,walking,sunny_day,hip-hop"
MUSIC_00717,In Night,Olivia Rodrigo,Pop,1963,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",103,0.869,0.183,0.684,0.578,0.322,-14.6,0.183,0.155,37,11,0,7,155,English,uplifting,showering,sunny_day,"uplifting,showering,sunny_day,pop"
MUSIC_00718,Beyond Day,Dua Lipa,Indie,1959,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",143,0.976,0.827,0.565,0.393,0.007,-1.7,0.212,0.33,99,11,0,4,295,English,peaceful,showering,foggy_morning,"peaceful,showering,foggy_morning,indie"
MUSIC_00719,Through Moment,Bruno Mars,Classical,1970,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.587,0.403,0.538,0.817,0.336,-14.9,0.516,0.879,44,7,1,7,146,Korean,angry,study,rainy_day,"angry,study,rainy_day,classical"
MUSIC_00720,In Night,Adele,Soul,1953,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",126,0.816,0.498,0.023,0.141,0.238,-15.4,0.786,0.486,66,9,1,6,348,Japanese,melancholic,showering,foggy_morning,"melancholic,showering,foggy_morning,soul"
MUSIC_00721,In Day,The Weeknd,Soul,2007,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",133,0.874,0.244,0.737,0.448,0.857,-13.6,0.981,0.552,23,7,0,6,267,Japanese,intense,reading,stormy_night,"intense,reading,stormy_night,soul"
MUSIC_00722,The Night,Post Malone,Metal,2002,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.239,0.623,0.68,0.04,0.359,-19.0,0.101,0.799,43,4,0,6,136,English,aggressive,showering,foggy_morning,"aggressive,showering,foggy_morning,metal"
MUSIC_00723,Power Beat,Coldplay,K-Pop,1954,Power Beat - Album,"Through the journey of life, we find our way, in every moment, in every day",161,0.034,0.146,0.221,0.949,0.219,-3.5,0.873,0.825,85,8,0,6,298,Spanish,energetic,meditation,sunny_day,"energetic,meditation,sunny_day,k-pop"
MUSIC_00724,The Night,The Weeknd,Punk,1947,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",115,0.721,0.737,0.062,0.829,0.532,-14.6,0.269,0.696,74,1,0,4,337,English,dreamy,reading,sunny_day,"dreamy,reading,sunny_day,punk"
MUSIC_00725,Beyond Day,Olivia Rodrigo,Metal,2007,Beyond Day - Album,"You're the light in my darkness, the love in my heart, forever we'll be together, never apart",132,0.276,0.434,0.686,0.194,0.704,-14.4,0.11,0.225,34,5,1,6,216,Korean,romantic,driving,rainy_day,"romantic,driving,rainy_day,metal"
MUSIC_00726,Through Moment,Bruno Mars,Latin,2003,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",174,0.156,0.845,0.282,0.656,0.058,-12.3,0.662,0.161,75,1,1,4,174,Japanese,nostalgic,reading,sunny_day,"nostalgic,reading,sunny_day,latin"
MUSIC_00727,The Night,Drake,Gospel,2018,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",95,0.959,0.024,0.887,0.304,0.893,-14.0,0.097,0.254,15,6,1,5,193,Korean,calm,working,snowy_day,"calm,working,snowy_day,gospel"
MUSIC_00728,Beyond Moment,Ed Sheeran,World,2025,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",146,0.493,0.646,0.865,0.403,0.565,-9.1,0.973,0.777,52,0,0,4,228,English,dramatic,party,sunny_day,"dramatic,party,sunny_day,world"
MUSIC_00729,The Moment,Maroon 5,Folk,1981,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",71,0.563,0.835,0.479,0.61,0.704,-18.0,0.906,0.291,33,1,1,4,169,French,mysterious,showering,foggy_morning,"mysterious,showering,foggy_morning,folk"
MUSIC_00730,Through Dream,Ariana Grande,Rock,1953,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",67,0.807,0.774,0.605,0.216,0.833,-13.4,0.259,0.662,47,10,0,4,286,Japanese,calm,driving,sunny_day,"calm,driving,sunny_day,rock"
MUSIC_00731,Beyond Day,Dua Lipa,Alternative,2013,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",162,0.562,0.233,0.898,0.285,0.315,-12.7,0.87,0.442,59,8,1,3,316,English,mysterious,gaming,sunny_day,"mysterious,gaming,sunny_day,alternative"
MUSIC_00732,Rain Soul,Olivia Rodrigo,Indie,2001,Rain Soul - Album,"Tears falling like rain, memories remain, walking through the pain alone again",141,0.785,0.758,0.943,0.793,0.915,-4.8,0.135,0.048,5,9,1,7,194,French,sad,relaxing,sunny_day,"sad,relaxing,sunny_day,indie"
MUSIC_00733,Beyond Dream,Lana Del Rey,R&B,2000,Beyond Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",125,0.302,0.611,0.022,0.577,0.941,-2.0,0.599,0.991,47,6,1,7,198,Korean,intense,showering,rainy_day,"intense,showering,rainy_day,r&b"
MUSIC_00734,Through Night,Lana Del Rey,R&B,1961,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",74,0.288,0.006,0.027,0.818,0.453,-17.9,0.557,0.899,16,4,1,6,305,French,melancholic,working,rainy_day,"melancholic,working,rainy_day,r&b"
MUSIC_00735,Beyond Dream,Coldplay,Classical,1966,Beyond Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",87,0.902,0.714,0.103,0.707,0.556,-15.9,0.777,0.068,82,3,0,7,329,English,dreamy,workout,foggy_morning,"dreamy,workout,foggy_morning,classical"
MUSIC_00736,The Dream,Post Malone,Classical,1971,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",116,0.19,0.382,0.822,0.788,0.938,-10.5,0.988,0.733,72,9,1,6,311,Korean,peaceful,reading,foggy_morning,"peaceful,reading,foggy_morning,classical"
MUSIC_00737,Beyond Moment,The Weeknd,Electronic,1960,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",85,0.186,0.112,0.622,0.045,0.753,-4.2,0.897,0.482,64,5,0,4,227,Spanish,nostalgic,cleaning,stormy_night,"nostalgic,cleaning,stormy_night,electronic"
MUSIC_00738,Through Dream,OneRepublic,Alternative,1944,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",107,0.364,0.096,0.094,0.099,0.764,-14.1,0.263,0.821,83,0,0,7,352,English,melancholic,reading,rainy_day,"melancholic,reading,rainy_day,alternative"
MUSIC_00739,In Moment,Taylor Swift,Soul,1954,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",72,0.319,0.328,0.695,0.899,0.093,-14.1,0.936,0.703,37,1,0,3,225,Japanese,intense,sleeping,sunny_day,"intense,sleeping,sunny_day,soul"
MUSIC_00740,The Moment,Bruno Mars,Reggae,1973,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",76,0.746,0.309,0.902,0.513,0.925,-10.1,0.963,0.021,9,3,1,4,268,Korean,uplifting,showering,snowy_day,"uplifting,showering,snowy_day,reggae"
MUSIC_00741,Through Moment,Olivia Rodrigo,R&B,1974,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",115,0.916,0.08,0.486,0.486,0.386,-9.7,0.936,0.826,64,0,0,7,216,Korean,contemplative,workout,sunny_day,"contemplative,workout,sunny_day,r&b"
MUSIC_00742,Through Day,Adele,Electronic,1958,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",135,0.13,0.314,0.147,0.542,0.194,-1.0,0.889,0.55,73,7,1,7,228,Korean,nostalgic,cooking,foggy_morning,"nostalgic,cooking,foggy_morning,electronic"
MUSIC_00743,The Moment,The Weeknd,Folk,1989,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",70,0.155,0.752,0.763,0.359,0.911,-8.3,0.284,0.008,70,0,1,7,291,French,peaceful,walking,snowy_day,"peaceful,walking,snowy_day,folk"
MUSIC_00744,In Moment,Lana Del Rey,Electronic,1968,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",132,0.527,0.512,0.687,0.656,0.394,-15.2,0.495,0.193,47,1,0,7,358,Korean,dramatic,showering,stormy_night,"dramatic,showering,stormy_night,electronic"
MUSIC_00745,Through Dream,SZA,Soul,1945,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",105,0.74,0.35,0.966,0.482,0.347,-11.2,0.335,0.595,58,10,0,7,176,Spanish,angry,relaxing,snowy_day,"angry,relaxing,snowy_day,soul"
MUSIC_00746,In Day,Olivia Rodrigo,Rock,1999,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",81,0.316,0.4,0.615,0.623,0.464,-19.1,0.506,0.066,32,7,0,4,254,Japanese,angry,workout,snowy_day,"angry,workout,snowy_day,rock"
MUSIC_00747,Through Dream,Maroon 5,Latin,2023,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",113,0.641,0.276,0.468,0.84,0.624,-0.5,0.035,0.15,13,7,0,5,233,English,dramatic,party,sunny_day,"dramatic,party,sunny_day,latin"
MUSIC_00748,In Night,Olivia Rodrigo,Ambient,2008,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",83,0.308,0.468,0.181,0.177,0.03,-0.7,0.452,0.46,66,3,1,7,272,Spanish,angry,gaming,snowy_day,"angry,gaming,snowy_day,ambient"
MUSIC_00749,Through Moment,Imagine Dragons,Indie,1995,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",172,0.064,0.843,0.178,0.066,0.418,-17.5,0.129,0.888,91,11,0,7,282,Korean,angry,driving,foggy_morning,"angry,driving,foggy_morning,indie"
MUSIC_00750,In Moment,Coldplay,Classical,1975,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",90,0.238,0.925,0.955,0.963,0.887,-2.1,0.473,0.357,63,11,0,7,200,Spanish,dramatic,working,sunny_day,"dramatic,working,sunny_day,classical"
MUSIC_00751,The Night,Harry Styles,Jazz,1965,The Night - Album,"Through the journey of life, we find our way, in every moment, in every day",84,0.29,0.714,0.133,0.514,0.486,-10.8,0.123,0.97,58,4,1,5,278,Korean,hopeful,cleaning,stormy_night,"hopeful,cleaning,stormy_night,jazz"
MUSIC_00752,Through Day,The Weeknd,Punk,2005,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",119,0.983,0.036,0.98,0.904,0.532,-18.5,0.555,0.403,58,9,1,6,261,Spanish,playful,walking,snowy_day,"playful,walking,snowy_day,punk"
MUSIC_00753,The Dream,Kendrick Lamar,Latin,2018,The Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",93,0.339,0.619,0.615,0.402,0.001,-7.6,0.767,0.202,66,1,1,6,140,Japanese,mysterious,cleaning,sunny_day,"mysterious,cleaning,sunny_day,latin"
MUSIC_00754,In Moment,Harry Styles,Blues,2003,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",137,0.035,0.816,0.4,0.263,0.96,-9.7,0.697,0.845,97,6,1,5,137,Korean,hopeful,cleaning,stormy_night,"hopeful,cleaning,stormy_night,blues"
MUSIC_00755,Through Moment,Ariana Grande,World,2005,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",175,0.972,0.532,0.427,0.622,0.911,-12.2,0.104,0.127,14,4,0,6,178,English,playful,party,foggy_morning,"playful,party,foggy_morning,world"
MUSIC_00756,In Dream,Maroon 5,Alternative,1969,In Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",79,0.126,0.73,0.438,0.202,0.131,-9.5,0.872,0.861,40,10,0,6,330,Japanese,euphoric,walking,rainy_day,"euphoric,walking,rainy_day,alternative"
MUSIC_00757,Through Dream,Post Malone,Indie,1981,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",66,0.327,0.247,0.861,0.48,0.576,-1.4,0.359,0.656,7,11,1,6,210,French,mysterious,sleeping,stormy_night,"mysterious,sleeping,stormy_night,indie"
MUSIC_00758,In Moment,Post Malone,World,2025,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",152,0.249,0.91,0.808,0.73,0.89,-14.2,0.301,0.369,13,9,0,4,228,English,euphoric,meditation,sunny_day,"euphoric,meditation,sunny_day,world"
MUSIC_00759,Beyond Day,Coldplay,Gospel,1951,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",178,0.931,0.464,0.499,0.235,0.692,-19.1,0.55,0.423,78,6,0,6,292,Spanish,aggressive,meditation,sunny_day,"aggressive,meditation,sunny_day,gospel"
MUSIC_00760,Beyond Night,Post Malone,Alternative,1947,Beyond Night - Album,"Through the journey of life, we find our way, in every moment, in every day",156,0.255,0.525,0.373,0.337,0.137,-15.9,0.279,0.187,62,4,1,4,311,English,angry,reading,snowy_day,"angry,reading,snowy_day,alternative"
MUSIC_00761,In Day,Dua Lipa,Soul,1997,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",78,0.164,0.597,0.431,0.472,0.616,-14.8,0.147,0.326,44,0,0,3,224,Spanish,intense,cleaning,foggy_morning,"intense,cleaning,foggy_morning,soul"
MUSIC_00762,Beyond Moment,Bruno Mars,Reggae,1959,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",61,0.441,0.085,0.054,0.905,0.349,-17.4,0.242,0.219,30,7,0,6,186,Japanese,playful,working,sunny_day,"playful,working,sunny_day,reggae"
MUSIC_00763,In Dream,SZA,Soul,2013,In Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",83,0.188,0.921,0.484,0.068,0.638,-14.2,0.58,0.489,92,9,1,6,349,Korean,melancholic,workout,snowy_day,"melancholic,workout,snowy_day,soul"
MUSIC_00764,Energy Storm,Adele,Hip-Hop,1948,Energy Storm - Album,"Through the journey of life, we find our way, in every moment, in every day",115,0.264,0.966,0.972,0.846,0.003,-4.0,0.461,0.291,67,4,0,7,299,Spanish,energetic,study,sunny_day,"energetic,study,sunny_day,hip-hop"
MUSIC_00765,Through Night,Taylor Swift,R&B,1967,Through Night - Album,"Through the journey of life, we find our way, in every moment, in every day",158,0.014,0.513,0.487,0.263,0.622,-15.3,0.339,0.897,75,0,0,7,239,English,euphoric,driving,sunny_day,"euphoric,driving,sunny_day,r&b"
MUSIC_00766,Rain Soul,Adele,Rock,1959,Rain Soul - Album,"Tears falling like rain, memories remain, walking through the pain alone again",71,0.877,0.217,0.141,0.103,0.127,-9.1,0.686,0.423,59,5,1,6,336,Japanese,sad,working,rainy_day,"sad,working,rainy_day,rock"
MUSIC_00767,Through Moment,Maroon 5,Metal,2023,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",158,0.409,0.405,0.929,0.371,0.402,-1.0,0.148,0.774,69,8,0,3,265,English,intense,driving,rainy_day,"intense,driving,rainy_day,metal"
MUSIC_00768,Thunder Storm,Drake,Alternative,1997,Thunder Storm - Album,"Through the journey of life, we find our way, in every moment, in every day",119,0.643,0.949,0.584,0.511,0.821,-4.0,0.167,0.724,59,2,1,3,311,Japanese,energetic,cooking,sunny_day,"energetic,cooking,sunny_day,alternative"
MUSIC_00769,In Moment,Coldplay,Funk,2024,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",171,0.187,0.967,0.472,0.893,0.878,-3.7,0.293,0.988,62,6,0,7,328,Spanish,euphoric,sleeping,snowy_day,"euphoric,sleeping,snowy_day,funk"
MUSIC_00770,Beyond Moment,Olivia Rodrigo,Gospel,1978,Beyond Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",133,0.469,0.198,0.091,0.285,0.929,-0.6,1.0,0.644,60,5,0,5,254,Japanese,melancholic,walking,snowy_day,"melancholic,walking,snowy_day,gospel"
MUSIC_00771,In Night,OneRepublic,Metal,1988,In Night - Album,"Through the journey of life, we find our way, in every moment, in every day",153,0.804,0.244,0.867,0.526,0.532,-12.5,0.266,0.21,28,6,1,5,293,Korean,aggressive,meditation,sunny_day,"aggressive,meditation,sunny_day,metal"
MUSIC_00772,In Day,Billie Eilish,World,1983,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",141,0.845,0.437,0.059,0.845,0.36,-8.5,0.972,0.113,77,3,0,4,141,Japanese,peaceful,driving,foggy_morning,"peaceful,driving,foggy_morning,world"
MUSIC_00773,Beyond Day,OneRepublic,Gospel,1994,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",164,0.937,0.199,0.631,0.742,0.904,-17.9,0.788,0.348,87,1,1,4,157,Korean,mysterious,gaming,rainy_day,"mysterious,gaming,rainy_day,gospel"
MUSIC_00774,In Moment,Dua Lipa,Folk,2010,In Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",63,0.5,0.213,0.734,0.177,0.151,-0.0,0.277,0.94,32,8,1,7,286,English,angry,walking,stormy_night,"angry,walking,stormy_night,folk"
MUSIC_00775,Through Moment,Lana Del Rey,Electronic,2017,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",71,0.579,0.073,0.865,0.824,0.501,-15.4,0.785,0.991,52,4,0,7,329,Japanese,dreamy,cooking,rainy_day,"dreamy,cooking,rainy_day,electronic"
MUSIC_00776,Tears Forever,OneRepublic,Soul,2012,Tears Forever - Album,"Tears falling like rain, memories remain, walking through the pain alone again",151,0.701,0.606,0.223,0.656,0.349,-19.3,0.093,0.542,88,0,0,7,238,French,sad,working,foggy_morning,"sad,working,foggy_morning,soul"
MUSIC_00777,Through Dream,Imagine Dragons,Soul,1982,Through Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",127,0.003,0.399,0.995,0.423,0.584,-19.0,0.579,0.04,36,9,1,3,211,Korean,uplifting,cooking,stormy_night,"uplifting,cooking,stormy_night,soul"
MUSIC_00778,The Moment,Post Malone,Pop,1948,The Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",98,0.237,0.939,0.856,0.622,0.263,-17.5,0.987,0.703,91,7,1,5,150,Spanish,nostalgic,meditation,sunny_day,"nostalgic,meditation,sunny_day,pop"
MUSIC_00779,Beyond Dream,Drake,Rock,1959,Beyond Dream - Album,"Through the journey of life, we find our way, in every moment, in every day",148,0.727,0.849,0.696,0.422,0.028,-9.3,0.768,0.452,77,1,1,3,208,English,euphoric,cleaning,foggy_morning,"euphoric,cleaning,foggy_morning,rock"
MUSIC_00780,In Day,Taylor Swift,R&B,1965,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",147,0.479,0.987,0.68,0.521,0.063,-4.5,0.85,0.094,46,6,0,4,297,English,melancholic,relaxing,sunny_day,"melancholic,relaxing,sunny_day,r&b"
MUSIC_00781,Through Moment,The Weeknd,K-Pop,1973,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",121,0.087,0.805,0.056,0.632,0.54,-9.4,0.854,0.595,89,4,1,3,124,Korean,dramatic,relaxing,snowy_day,"dramatic,relaxing,snowy_day,k-pop"
MUSIC_00782,Lonely Heart,Coldplay,Hip-Hop,1943,Lonely Heart - Album,"Tears falling like rain, memories remain, walking through the pain alone again",87,0.078,0.561,0.706,0.553,0.891,-4.1,0.457,0.32,59,8,0,5,136,English,sad,driving,sunny_day,"sad,driving,sunny_day,hip-hop"
MUSIC_00783,Through Day,The Weeknd,Jazz,2002,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",91,0.831,0.153,0.106,0.915,0.713,-12.9,0.571,0.852,18,9,1,7,215,Spanish,angry,meditation,rainy_day,"angry,meditation,rainy_day,jazz"
MUSIC_00784,In Day,Billie Eilish,Soul,1981,In Day - Album,"Through the journey of life, we find our way, in every moment, in every day",179,0.701,0.1,0.926,0.91,0.547,-17.6,0.006,0.115,73,2,0,4,120,Korean,angry,showering,sunny_day,"angry,showering,sunny_day,soul"
MUSIC_00785,Through Moment,Ed Sheeran,Punk,1981,Through Moment - Album,"Through the journey of life, we find our way, in every moment, in every day",145,0.76,0.777,0.323,0.137,0.956,-10.4,0.419,0.648,39,9,0,7,195,Spanish,dreamy,meditation,snowy_day,"dreamy,meditation,snowy_day,punk"
MUSIC_00786,Beyond Day,Lana Del Rey,Funk,2020,Beyond Day - Album,"Through the journey of life, we find our way, in every moment, in every day",110,0.921,0.174,0.307,0.652,0.636,-12.3,0.176,0.748,78,9,0,4,298,French,euphoric,gaming,stormy_night,"euphoric,gaming,stormy_night,funk"
MUSIC_00787,Through Day,OneRepublic,Funk,2016,Through Day - Album,"Through the journey of life, we find our way, in every moment, in every day",92,0.759,0.288,0.109,0.324,0.882,-13.6,0.974,0.96,44,9,0,5,122,Korean,mysterious,cleaning,stormy_night,"mysterious,cleaning,stormy_night,funk"
MUSIC_00788,The Moment,Billie Eilish,Latin,2005,The Moment - Album,"You're the light in my darkness, the love in my heart, forever we'll be together, never apart",129,0.3,0.356,0.698,0.399,0.859,-1.8,0.103,0.508,100,6,1,3,277,Japanese,romantic,workout,snowy_day,"romantic,workout,snowy_day,latin"
